ID,ParkName,LocationName,ParkType,CAPACITY,Open,Close,CountyName,LONGITUDE,LATITUDE
433,Fisekhane Caddesi 1,Fisekhane Caddes,Yol Ustu,40,8:00:00 AM,7:00:00 PM,Bakirkoy,28.86925294,40.97799522
434,Atakoy Atrium Avm,Atakoy Atriu,Acik Otopark,250,12:00:00 AM,11:59:00 PM,Bakirkoy,28.84586022,40.98812804
435,Kartal Uskudar Caddesi 4,Kartal Uskudar Caddes,Yol Ustu,60,8:00:00 AM,6:00:00 PM,Kartal,29.18294685,40.88918925
436,Ulu Camii Acik Otoparki,Ulu Cami Acik Otopark,Acik Otopark,150,12:00:00 AM,11:59:00 PM,Bahcelievler,28.85004309,40.99802053
437,Umraniye Dr. Fazil Kucuk Caddesi 3,Umraniye Dr. Fazil Kucuk Caddes,Yol Ustu,24,8:00:00 AM,5:00:00 PM,Umraniye,29.11302042,41.02652423
438,Ragip Gumuspala Cad.(Sobacilar Onu),Rapip Gumuspala Cad.(Sobacilar Onu,Yol Ustu,40,7:00:00 AM,6:00:00 PM,Fatih,28.96897096,41.01813162
439,Kartal Koprusu Kavsagi P+R,Kartal Koprusu Kavsagi  P+,Acik Otopark,135,6:00:00 AM,5:00:00 PM,Kartal,29.2065034,40.90749541
440,Esenler Menderes Metro İstasyonu Yani,Esenler Menderes Metro İstasyonu Yan,Acik Otopark,120,12:00:00 AM,11:59:00 PM,Esenler,28.87825817,41.04264635
441,Besiktas Emirhan Caddesi 1,Besiktas Emirhan Caddes,Yol Ustu,80,7:30:00 AM,6:00:00 PM,Besiktas,29.00901318,41.05715558
442,B-37 Mecidiyekoy - Topkapi Minibus Duragi,B-37 Mecidiyekoy - Topkapi Minibus Durag,Minibus Park,20,12:00:00 AM,11:59:00 PM,Sisli,28.9944484,41.06693129
443,Trt Onu Acik Otoparki,Trt Onu Acik Otopar,Acik Otopark,130,12:00:00 AM,11:59:00 PM,Beyoglu,28.97460461,41.03259068
444,Beyoglu Tepebasi Katli Otoparki,Beyoglu Tepebasi Katli Otopark,Kapali Otopark,1005,12:00:00 AM,11:59:00 PM,Beyoglu,28.9743644,41.03190953
445,Gencturk Caddesi 3,Gencturk Caddes,Yol Ustu,50,8:00:00 AM,6:00:00 PM,Fatih,28.95539045,41.01114307
446,Suleyman Seba Caddesi 2,Suleyman Seba Caddes,Yol Ustu,25,8:00:00 AM,7:00:00 PM,Besiktas,28.99981856,41.04257757
447,Cekmekoy Cavusbasi Caddesi 4,Cekmekoy Cavusbasi Caddes,Yol Ustu,50,8:00:00 AM,7:00:00 PM,Cekmekoy,29.17289745,41.03102636
448,Nadide Sokak 2,Nadide Soka,Yol Ustu,45,8:00:00 AM,6:00:00 PM,Gungoren,28.89176134,41.00815899
449,Yayla Sanat Merkezi Onu,Yayla Sanat Merkezi Acik Otopark,Acik Otopark,300,12:00:00 AM,11:59:00 PM,Maltepe,29.1234684,40.92627298
450,Bostanci Vergi Dairesi Acik Otoparki,Bostanci Vergi Dairesi Acik Otopark,Acik Otopark,105,7:00:00 AM,8:00:00 PM,Atasehir,29.10805981,40.96251035
451,Cirpici Metro Taksi Duragi,Cirpici Mertro Taksi Durag,Taksi Park,10,7:00:00 AM,5:00:00 PM,Zeytinburnu,28.89049205,41.00166625
452,A-15 Topkapi-Arnavutkoy Minibus Duragi,A-15 Topkapi-Arnavutkoy Minibus Durag,Minibus Park,193,7:00:00 AM,11:00:00 PM,Zeytinburnu,29.32515411,40.93269968
453,Darussafaka Yeralti Otoparki,Darussafaka Yer Alti Otopark,Kapali Otopark,150,12:00:00 AM,11:59:00 PM,Sariyer,29.0252463,41.12928019
454,Bulent Ecevit Kultur Merkezi Acik Otoparki,Bulent Ecevit Kultur Merkezi Acik Otopark,Acik Otopark,277,9:00:00 AM,7:00:00 PM,Kartal,29.19702262,40.8854436
455,Yenikapi Spor Ve Kultur Merkezi Acik Otoparki 2,Yenikapi Spor Ve Kultur Merkez,Acik Otopark,1100,12:00:00 AM,11:59:00 PM,Fatih,28.95138488,41.00069526
456,Karakoy Azapkapi,Karakoy Azapkap,Acik Otopark,100,8:00:00 AM,7:00:00 PM,Beyoglu,28.96909958,41.02550386
457,Cengiz Topel Yer Alti Katli Otoparki,Cengiz Topel  Yer Alti Katli Otopark,Kapali Otopark,144,12:00:00 AM,11:59:00 PM,Esenler,28.86434019,41.0590446
458,Mehmet Ozgun Minibus Peronlari,Mehmet Ozgun Minubus Peronlar,Minibus Park,100,7:00:00 AM,9:00:00 PM,Pendik,29.32681739,40.93612533
459,Fatih Cesme Acik Otoparki,Fatih Cesmesi Acik Otopark,Acik Otopark,250,6:00:00 AM,8:00:00 PM,Sariyer,28.94628721,41.1689931
460,Gurpinar Balik Hali Otoparki,Gurpinar Balik Hali Otopark,Acik Otopark,1000,12:00:00 AM,11:59:00 PM,Beylikduzu,28.60214954,40.96728185
461,Beykoz Sosyal Tesisleri 1,Beykoz Sosyal Tesisler,Acik Otopark,130,7:00:00 AM,11:00:00 PM,Beykoz,29.08630824,41.11334821
462,Dragos Sosyal Tesisleri,Dragos Sosyal Tesisler,Acik Otopark,100,7:00:00 AM,10:00:00 PM,Kartal,29.14556444,40.90173499
463,Florya Sosyal Tesisleri,Florya Sosyal Tesisler Otopark,Acik Otopark,60,12:00:00 AM,11:59:00 PM,Bakirkoy,28.80917788,40.96165519
464,Beykoz Sosyal Tesisleri 2,Beykoz Sosyal Tesisler,Acik Otopark,130,8:00:00 AM,12:00:00 AM,Beykoz,29.08686697,41.11361661
465,Fatih Aksemsettin Caddesi 3,Fatih Aksemsettin Caddes,Yol Ustu,30,8:30:00 AM,7:00:00 PM,Fatih,28.94222617,41.02074802
466,Mecidiyekoy Oguz Sokak 1,Mecidiyekoy Oguz Soka,Yol Ustu,20,8:00:00 AM,6:30:00 PM,Sisli,29.00032818,41.06785997
467,Langa Bostanlari Acik Otoparki,Langa Bostanlari Acik Otopark,Acik Otopark,30,9:00:00 AM,8:00:00 PM,Fatih,28.9502951,41.00642984
468,Alibeykoy Cep Otogari P+R,Alibeykoy Cep Otogari P+,Acik Otopark,88,12:00:00 AM,11:59:00 PM,Eyup,28.9422369,41.08789089
469,Avni Akyol Bulvari 1,Avni Akyol Bulvar,Yol Ustu,25,9:00:00 AM,7:00:00 PM,Basaksehir,28.68956924,41.07226136
470,Avni Akyol Bulvari 6,Avni Akyol Bulvar,Yol Ustu,25,9:00:00 AM,7:00:00 PM,Basaksehir,28.68666842,41.07016838
471,Bahcesehir Golet Acik Otoparki,Bahcesehir Golet Acik Otopark,Acik Otopark,110,10:00:00 AM,10:00:00 PM,Basaksehir,28.69018333,41.07203137
472,Altunizade Aksoy Sokak 1,Altunizade Aksoy Soka,Yol Ustu,30,8:00:00 AM,7:00:00 PM,Uskudar,29.03814733,41.02078647
473,Adnan Kahveci Metro Acik Otoparki,Adnan Kahveci Metro Acik Otopark,Acik Otopark,40,9:00:00 AM,7:00:00 PM,Pendik,29.22740936,40.89499183
474,Pendik Tavsantepe Metro Taksi Duragi,Pendik Tavsantepe Metro Taksi Durag,Taksi Park,4,7:00:00 AM,11:00:00 PM,Pendik,29.24635869,40.88247872
475,Esenler Adem Basturk Kultur Merkezi Katli,Esenler Adem Basturk Kultur Merkezi Katl,Kapali Otopark,1000,12:00:00 AM,11:59:00 PM,Esenler,28.88508413,41.03869159
476,Bostanci İdo Karsisi Acik Otopark 2,Bostanci İdo Karsisi Acik Otopar,Acik Otopark,84,12:00:00 AM,11:59:00 PM,Kadikoy,29.09564297,40.95272437
477,Suleymaniye Cami Alti Acik Otoparki,Suleymaniye Cami Alti Acik Otopark,Acik Otopark,250,6:30:00 AM,7:00:00 PM,Fatih,28.96107753,41.01582344
478,Harbiye Cumhuriyet Caddesi Yol Ustu Otoparki 6,Harbiye Cumhuriyet Caddesi Yol Ustu Otopark,Yol Ustu,25,8:00:00 AM,6:00:00 PM,Sisli,28.9864147,41.0422047
479,Pendik Tavsantepe P+R Acik Otoparki,Pendik Tavsantepe P+R Acik Otopark,Acik Otopark,430,6:00:00 AM,5:00:00 PM,Pendik,29.24860954,40.88292299
480,Uzuncayir P+R,Uzuncayir P+,Acik Otopark,150,6:00:00 AM,8:00:00 PM,Kadikoy,29.05817603,40.99874571
481,Beylikduzu Ataturk Bulvari Acik Otoparki,Beylikduzu Ataturk Bulvari Acik Otopark,Acik Otopark,70,8:00:00 AM,10:00:00 PM,Beylikduzu,28.64527679,41.01369241
482,Dr.Fahri Atabey Caddesi 6,Uskudar Dr.Fahri Atabey Caddes,Yol Ustu,32,8:00:00 AM,6:00:00 PM,Uskudar,29.01922517,41.01922427
483,Pendik Yenimahalle Yolustu Otoparki 1,Pendik Yenimahalle Yolustu Otopark,Yol Ustu,50,7:00:00 AM,5:00:00 PM,Pendik,29.27254826,40.86355999
484,İcadiye Acik Otoparki,İcadiye Acik Otopark,Acik Otopark,135,7:00:00 AM,6:00:00 PM,Uskudar,29.04199898,41.02567745
485,Kadikoy Sogutlucesme Acik Otoparki,Kadikoy Sogutlucesme Acik Otopark,Acik Otopark,230,12:00:00 AM,11:59:00 PM,Kadikoy,29.03888105,40.9920379
486,Muallim Naci Acik Otoparki,Muallim Naci Acik Otopark,Acik Otopark,35,12:00:00 AM,11:59:00 PM,Besiktas,29.03427132,41.0561629
487,Alibeykoy Yesiltepe Zemin Alti Otoparki,Alibeykoy Yesiltepe Zemin Alti Otopark,Kapali Otopark,159,12:00:00 AM,11:59:00 PM,Eyup,28.93846091,41.07932008
488,Bagcilar Demirkapi Zemin Alti Otoparki,Bagcilar Demirkapi Zemin Alti Otopark,Kapali Otopark,343,12:00:00 AM,11:59:00 PM,Bagcilar,28.83274307,41.05008413
489,Metrocity Onu 2,Metro City On,Yol Ustu,15,8:00:00 AM,7:00:00 PM,Sisli,29.01404629,41.07655853
490,Haseki Caddesi 2,Haseki Caddes,Yol Ustu,15,7:30:00 AM,6:00:00 PM,Fatih,28.94484944,41.00926444
491,Avcilar İdo,Avcilar İd,Acik Otopark,400,12:00:00 AM,11:59:00 PM,Avcilar,28.7185069,40.97119549
492,Ogretmen Evi,Ogretmen Ev,Acik Otopark,80,2:00:00 PM,11:00:00 PM,Avcilar,28.71411368,40.97224023
493,Yenikapi Tunel Ustu Acik Otoparki,Yenikapi Tunel Ustu Acik Otopark,Acik Otopark,700,12:00:00 AM,11:59:00 PM,Fatih,28.95414806,41.00249632
494,Kadikoy Metro 2 Acik Otoparki,Kadikoy Metro 2 Acik Otopark,Acik Otopark,100,12:00:00 AM,11:59:00 PM,Kadikoy,29.02093761,40.98901767
495,Kagithane Harmantepe Zemin Alti Otoparki,Kagithane Harmantepe Zemin Alti Otopark,Kapali Otopark,200,12:00:00 AM,11:59:00 PM,Kagithane,28.99023193,41.08084911
496,Esenler Menderes Parki Zemin Alti Otoparki,Esenler Menderes Parki Zemin Alti Otopark,Kapali Otopark,316,12:00:00 AM,11:59:00 PM,Esenler,28.87302883,41.04133643
497,Kayasehir Meydan Zemin Alti Otoparki,Kayasehir Meydan Zemin Alti Otopark,Kapali Otopark,1054,12:00:00 AM,11:59:00 PM,Basaksehir,-99,-99
498,Pendik Yenisehir Mustafa Akyol Sokak 3,Pendik Yenisehir Mustafa Akyol Soka,Yol Ustu,115,8:00:00 AM,7:00:00 PM,Pendik,29.30754522,40.92747825
499,Azapkapi Halic Metro Otoparki,Azapkapi Halic Metro Otopark,Acik Otopark,130,12:00:00 AM,11:59:00 PM,Sisli,28.96928619,41.02450458
500,Mecidiyekoy Acik Otoparki,Mecidiyekoy Acik Otopark,Acik Otopark,250,8:00:00 AM,10:00:00 PM,Sisli,28.99728545,41.0650203
501,Eyupsultan Aksemsettin Mahallesi Zemin Alti Otoparki,Eyupsultan Aksemsettin Mahallesi Zemin Alti Otopark,Kapali Otopark,110,12:00:00 AM,11:59:00 PM,Eyup,28.9258416,41.08506324
502,Kucukyali P+R,Kucukyali P+,Acik Otopark,150,7:00:00 AM,6:00:00 PM,Maltepe,29.12248769,40.94994424
503,Kadikoy Yekta Sokak Goztepe E 5 Yani 2,Kadikoy Yekta Sokak Goztepe E 5 Yan,Yol Ustu,48,7:00:00 AM,5:30:00 PM,Kadikoy,29.07600804,40.99036608
504,Eyup Silahtaraga Acik Otoparki,Eyup Silahtaraga Acik Otopark,Acik Otopark,350,12:00:00 AM,11:59:00 PM,Eyup,28.94149524,41.06486232
505,Halkali Caddesi 4,Halkali Caddes,Yol Ustu,20,12:00:00 AM,11:59:00 PM,Kucukcekmece,28.797576,41.00468156
506,Suadiye Sahil Acik Otoparki,Suadiye Sahil Acik  Otopark,Acik Otopark,104,12:00:00 AM,11:59:00 PM,Kadikoy,29.07988442,40.95599938
507,Uskudar Marmaray Minibus Taksi Dolmus Depolama Alani,Uskudar Marmaray Minibus Taksi Dolmus Depolama Alan,Minibus Park,30,7:00:00 AM,10:00:00 PM,Uskudar,29.0109458,41.02571892
508,Gazi Osman Pasa Zemin Alti Otoparki,Gazi Osman Pasa Zemin Alti Otopark,Kapali Otopark,231,12:00:00 AM,11:59:00 PM,Gaziosmanpasa,28.88553578,41.07940602
509,Beykoz Sahil Cep Otoparki,Beykoz Sahil Cep Otopark,Acik Otopark,100,8:00:00 AM,12:00:00 AM,Beykoz,29.09476777,41.12941918
510,Rumeli Hisari Sahil Yolu,Rumeli Hisari Sahil Yol,Yol Ustu,20,8:00:00 AM,12:00:00 AM,Sariyer,29.05682709,41.08539568
511,Kadikoy Kurbagalidere Caddesi,Kurbagalidere Caddes,Yol Ustu,38,8:00:00 AM,7:00:00 PM,Kadikoy,29.0368977,40.99412426
512,Bakirkoy Sahil Cep Otoparki,Bakirkoy Sahil Cep Otopark,Yol Ustu,40,8:00:00 AM,8:00:00 PM,Bakirkoy,28.87816638,40.97478658
513,Beyoglu Gazhane Bostan Sokak 1,Beyoglu Gazhane Bostan Soka,Yol Ustu,35,8:00:00 AM,7:00:00 PM,Beyoglu,28.9901006,41.03881096
514,Vali Konagi Caddesi 2,Sisli Vali Konagi Caddes,Yol Ustu,50,8:00:00 AM,7:00:00 PM,Sisli,28.98812904,41.04901021
515,Vali Konagi Caddesi 3,Sisli Vali Konagi Caddes,Yol Ustu,50,8:00:00 AM,7:00:00 PM,Sisli,28.99573869,41.05532953
516,Tesvikiye Cami 1,Sisli Tesvikiye Caddes,Yol Ustu,25,8:00:00 AM,7:00:00 PM,Sisli,28.99404556,41.04909235
517,Amerikan Hastanesi 1,Amerikan Hastanes,Yol Ustu,30,8:00:00 AM,7:00:00 PM,Sisli,28.99485359,41.05343624
518,Macka Caddesi 5,Sisli Macka Caddes,Yol Ustu,50,8:00:00 AM,12:00:00 AM,Sisli,28.99430774,41.04671877
519,Ergenekon Caddesi 1,Sisli Ergenekon Caddes,Yol Ustu,40,8:00:00 AM,6:00:00 PM,Sisli,28.9833409,41.05314096
520,Abide-I Hurriyet Caddesi 2,Abide-I Hurriyet Caddes,Yol Ustu,30,8:00:00 AM,7:00:00 PM,Sisli,28.98757663,41.06340236
521,Abide-I Hurriyet Caddesi 7,Abide-I Hurriyet Caddes,Yol Ustu,40,8:00:00 AM,7:00:00 PM,Sisli,28.98674651,41.05985246
522,Ortaklar Caddesi 1,Mecidiyekoy Ortaklar Caddes,Yol Ustu,22,8:00:00 AM,6:00:00 PM,Sisli,28.99697656,41.06374317
523,Muselles Sokak 1,Muselles Soka,Yol Ustu,40,7:00:00 AM,5:00:00 PM,Sisli,29.01212209,41.06798203
524,Ortabahce Caddesi 2,Ortabahce Caddes,Yol Ustu,35,8:00:00 AM,6:00:00 PM,Besiktas,29.00428555,41.04283917
525,Prof.Dr.Ahmet Kemal Aru Caddesi 4,Prof.Dr.Ahmet Kemal Aru Caddes,Yol Ustu,40,6:45:00 AM,6:00:00 PM,Besiktas,29.01353795,41.08104936
526,Bosna Bulvari 1,Umraniye Bosna Bulvar,Yol Ustu,35,8:00:00 AM,7:00:00 PM,Umraniye,29.08471316,41.02479924
527,Selvi Sokak 1,Selvi Soka,Yol Ustu,45,8:00:00 AM,6:00:00 PM,Besiktas,29.0082733,41.08626689
528,Pendik Yenimahalle Yolustu Otoparki 4,Pendik Yenimahalle Yolustu Otopark,Yol Ustu,50,7:00:00 AM,5:00:00 PM,Pendik,29.27227473,40.86421659
529,Okcu Musa 2,Okcu Musa Caddes,Yol Ustu,40,8:00:00 AM,6:00:00 PM,Beyoglu,28.97171011,41.02650933
530,Voyvoda 3,Voyvoda Caddes,Yol Ustu,20,8:00:00 AM,6:00:00 PM,Beyoglu,28.97399476,41.02378614
531,Karakoy Meydan,Karakoy Meyda,Yol Ustu,16,8:00:00 AM,6:00:00 PM,Beyoglu,28.97530863,41.02320143
532,Poyraz Yol Ustu 5,Poyraz Yol Ust,Yol Ustu,40,8:00:00 AM,6:00:00 PM,Kadikoy,29.0404353,40.99205658
533,Atasehir Bulvari 4,Atasehir Bulvar,Yol Ustu,25,8:00:00 AM,6:00:00 PM,Atasehir,29.11734482,40.99241516
534,Asiyan 2,Bebek Sahil Yol,Yol Ustu,16,8:00:00 AM,12:00:00 AM,Besiktas,29.05700802,41.08458291
535,Carsi Cikisi,Bebek Arnavutkoy Caddes,Yol Ustu,15,8:00:00 AM,12:00:00 AM,Besiktas,29.04272194,41.06720775
536,İmc Onu 3,İm,Yol Ustu,27,8:30:00 AM,6:30:00 PM,Fatih,28.95793044,41.01843006
537,Sariyer Yeni Mahalle Caddesi 1,Sariyer Yeni Mahalle Caddes,Yol Ustu,11,8:00:00 AM,6:00:00 PM,Sariyer,29.05713447,41.16810681
538,Ragip Gumuspala Camii Onu 1,Ragip Gumuspala Caddesi (Camii Onu,Yol Ustu,29,8:00:00 AM,6:00:00 PM,Fatih,28.96276117,41.02103295
539,Ragip Gumuspala Otobus Parki 2,Ragip Gumuspala Caddesi (Otobus Parki,Yol Ustu,40,7:00:00 AM,6:00:00 PM,Fatih,28.96485293,41.01970271
540,Kepenekci Yokusu-Odun Kapisi Yokusu 1,Kepenekci Yokusu Sokak-Odun Kapisi Yokusu Soka,Yol Ustu,30,7:00:00 AM,6:00:00 PM,Fatih,28.96627418,41.01707111
541,Kazim Ozalp Sokak 2,Kazim Ozalp Soka,Yol Ustu,40,9:00:00 AM,8:00:00 PM,Kadikoy,29.07343589,40.95975307
542,Kazim Ozalp Sokak 6,Kazim Ozalp Soka,Yol Ustu,50,9:00:00 AM,8:00:00 PM,Kadikoy,29.07575232,40.9619986
543,Sirkeci Gar Onu 1,Sirkeci Gar On,Acik Otopark,60,7:00:00 AM,8:00:00 PM,Fatih,28.9761849,41.01497509
544,Catalcesme 1,Catalcesme Soka,Yol Ustu,50,8:00:00 AM,6:00:00 PM,Fatih,28.97576192,41.00927704
545,İmran Oktem Yol Ustu Otoparki 1,İmran Oktem Yol Ustu Otopark,Yol Ustu,75,7:00:00 AM,10:00:00 PM,Fatih,28.97364269,41.00668828
546,İmran Oktem Yol Ustu Otoparki 2,İmran Oktem Yol Ustu Otopark,Yol Ustu,75,7:00:00 AM,10:00:00 PM,Fatih,28.97423975,41.00730484
547,Cihannuma Yol Ustu 1,Cihannuma Yol Ustu Otopark,Yol Ustu,50,8:00:00 AM,11:00:00 PM,Besiktas,29.00960907,41.04957303
548,Pendik Lokman Hekim Caddesi 3,Pendik Lokman Hekim Caddes,Yol Ustu,25,9:00:00 AM,7:00:00 PM,Pendik,29.23548311,40.8788748
549,Ortakoy Portakal Yokusu 1,Besiktas Portakal Yokus,Yol Ustu,15,8:00:00 AM,11:00:00 PM,Besiktas,29.02683645,41.05061236
550,Pierre Loti Caddesi 1,Pierloti Caddes,Yol Ustu,37,7:00:00 AM,6:00:00 PM,Fatih,28.96937556,41.00532825
551,Pierre Loti Caddesi 2,Pierloti Caddes,Yol Ustu,37,7:00:00 AM,6:00:00 PM,Fatih,28.96910951,41.00551836
552,Hayriye Tuccariye Caddesi 1,Hayriye Tuccariye Caddes,Yol Ustu,35,8:00:00 AM,6:00:00 PM,Fatih,28.95672187,41.00707893
553,İstinye 7 ( Spor Alani ),İstinye Caddes,Yol Ustu,30,8:00:00 AM,6:00:00 PM,Sariyer,29.05733284,41.11506211
554,Atasehir Bulvari 14,Atasehir Bulvar,Yol Ustu,20,8:00:00 AM,6:00:00 PM,Atasehir,29.11789848,40.99244267
555,Fevzipasa Caddesi 2,Fevzipasa Caddes,Yol Ustu,25,8:00:00 AM,7:00:00 PM,Fatih,28.95154284,41.01614698
556,Akdeniz Caddesi 3,Akdeniz Caddes,Yol Ustu,25,8:00:00 AM,7:00:00 PM,Fatih,28.94569439,41.01872215
557,Etyemez Tekkesi Sokak 1,Etyemez Tekkesi Soka,Yol Ustu,59,8:00:00 AM,5:00:00 PM,Fatih,28.93678549,41.00292861
558,Etyemez Tekkesi Sokak 4,Etyemez Tekkesi Soka,Yol Ustu,59,8:00:00 AM,5:00:00 PM,Fatih,28.93631906,41.00435574
559,Bakirkoy İstanbul Caddesi 3,Bakirkoy İstanbul Caddes,Yol Ustu,70,8:00:00 AM,7:00:00 PM,Bakirkoy,28.8759572,40.97847252
560,Bakirkoy İstanbul Caddesi 7,Bakirkoy İstanbul Caddes,Yol Ustu,30,8:00:00 AM,7:00:00 PM,Bakirkoy,28.87854985,40.97861842
561,Zeytinburnu 58. Bulvar 2,Zeytinburnu 58. Bulva,Yol Ustu,48,9:00:00 AM,7:00:00 PM,Zeytinburnu,28.90383491,40.99337904
562,Bayrampasa Abdi İpekci Caddesi 2,Bayrampasa Abdi İpekci Caddes,Yol Ustu,30,8:00:00 AM,6:00:00 PM,Bayrampasa,28.91206758,41.03679135
563,Bayrampasa Abdi İpekci Caddesi 5,Bayrampasa Abdi İpekci Caddes,Yol Ustu,30,8:00:00 AM,6:00:00 PM,Bayrampasa,28.91192767,41.03430753
564,Pendik Sahil İdo Acik Otoparki,Pendik Sahil İd,Acik Otopark,100,12:00:00 AM,11:59:00 PM,Pendik,29.23605254,40.87542081
565,Meclis-I Mebusan Yokusu 2,Meclis-I Mebusan Yokus,Yol Ustu,30,9:00:00 AM,6:00:00 PM,Beyoglu,28.98838288,41.0323479
566,Kiztasi Caddesi 1,Kiztasi Caddes,Yol Ustu,40,8:30:00 AM,7:00:00 PM,Fatih,28.95089895,41.01615402
567,Kiztasi Caddesi 2,Kiztasi Caddes,Yol Ustu,40,8:30:00 AM,7:00:00 PM,Fatih,28.95051649,41.0156997
568,Kasim Sokak 1,Gungoren Kasim Soka,Yol Ustu,50,8:00:00 AM,7:00:00 PM,Gungoren,28.88564042,41.0090357
569,Sabanci Ogretmen Evi Onu 4,Sabanci Ogretmen Evi On,Yol Ustu,27,9:00:00 AM,8:00:00 PM,Beykoz,29.06591582,41.0802467
570,Yesilkoy Marina 1,Yesilkoy Marin,Yol Ustu,145,8:00:00 AM,12:00:00 AM,Bakirkoy,28.8231094,40.95753238
571,Yesilkoy Marina 2,Yesilkoy Marin,Yol Ustu,85,12:00:00 PM,12:00:00 AM,Bakirkoy,28.82231571,40.9571368
572,Yesilkoy Marina 8,Yesilkoy Marin,Yol Ustu,100,8:00:00 AM,12:00:00 AM,Bakirkoy,28.82124544,40.9551893
