ID,ParkName,LocationName,ParkType,CAPACITY,Open,Close,CountyName,LONGITUDE,LATITUDE
573,Sisli Kadirgalar Caddesi 1,Sisli Kadirgalar Caddes,Yol Ustu,100,8:00:00 AM,12:00:00 AM,Sisli,28.99283886,41.04301656
574,Resitapasa Caddesi 2,Resitpasa Caddes,Yol Ustu,45,8:30:00 AM,5:30:00 PM,Avcilar,28.71829588,40.98061191
575,Resitapasa Caddesi 3,Resitpasa Caddes,Yol Ustu,45,8:30:00 AM,5:30:00 PM,Avcilar,28.717053,40.98084953
576,Ogretmen Evi,Ogretmen Ev,Acik Otopark,80,12:00:00 AM,11:59:00 PM,Avcilar,28.71417008,40.97221624
577,Gurpinar Yolu Caddesi 5,Gurpinar Yolu Caddes,Yol Ustu,40,8:00:00 AM,6:00:00 PM,Beylikduzu,28.62725244,41.01750832
578,Pendik Ankara Caddesi 1,Pendik Ankara Caddes,Yol Ustu,26,8:00:00 AM,7:00:00 PM,Pendik,29.23587715,40.87703799
579,Pendik 23 Nisan Caddesi 2,Pendik 23 Nisan Caddes,Yol Ustu,40,8:00:00 AM,7:00:00 PM,Pendik,29.2356052,40.8777044
580,Mercan Acik,Mercan Aci,Acik Otopark,250,12:00:00 AM,11:59:00 PM,Fatih,28.96695457,41.01356395
581,Avcilar İdo,Avcilar İd,Acik Otopark,400,8:00:00 AM,12:00:00 AM,Avcilar,28.71846557,40.9712309
582,İ.M.P Onu 1,İ.M.P On,Acik Otopark,200,8:00:00 AM,5:00:00 AM,Beyoglu,28.97466056,41.0317898
583,Kozyatagi Sebze-Meyve Hali,Kozyatagi Sebze-Meyve Hal,Acik Otopark,1500,12:00:00 AM,11:59:00 PM,Atasehir,29.10294696,40.9784843
584,İcerenkoy Acik Otoparki 1,İcerenkoy Acik Otopark,Acik Otopark,600,12:00:00 AM,11:59:00 PM,Atasehir,29.10454541,40.97659739
585,Fatih Katli Otoparki,Fatih Katli Otopark,Kapali Otopark,118,12:00:00 AM,11:59:00 PM,Fatih,28.93960824,41.01974358
586,Buyukcamlica Korusu Sosyal Tesisleri Onu,Buyuk Camlica Korusu Sosyal Tesisleri On,Acik Otopark,230,8:00:00 AM,12:00:00 AM,Uskudar,29.06978052,41.02642936
587,Yenikapi İdo Taksi Duragi,Yenikapi İdo Taksi Durag,Taksi Park,40,7:00:00 AM,3:00:00 PM,Fatih,28.9567287,41.00350373
588,Cengelkoy Acik Otoparki,Cengelkoy Acik Otopark,Acik Otopark,426,12:00:00 AM,11:59:00 PM,Uskudar,29.05346896,41.0484356
589,Seyrantepe Katli (Arena Karsisi) 1,Seyrantepe Katli (Arena Karsisi,Kapali Otopark,2288,12:00:00 AM,11:59:00 PM,Kagithane,28.99582384,41.10039707
590,Kalamis Fener Caddesi 3,Kalamis Fener Caddes,Yol Ustu,14,9:00:00 AM,7:00:00 PM,Kadikoy,29.03899064,40.97131001
591,Ortakoy Acik,Ortakoy Aci,Acik Otopark,200,12:00:00 AM,11:59:00 PM,Besiktas,29.0328891,41.05055653
592,Yesilkoy Fener Caddesi 1,Yesilkoy Fener Caddes,Yol Ustu,62,8:00:00 AM,12:00:00 AM,Bakirkoy,28.83838667,40.9591567
593,Vakif Gureba 1,Bezmialem Vakif Universitesi Tip Fakultes,Acik Otopark,891,12:00:00 AM,11:59:00 PM,Fatih,28.93590394,41.01930363
594,Mercan Acik,Mercan Aci,Acik Otopark,250,8:00:00 AM,11:00:00 PM,Fatih,28.96692495,41.01354965
595,Haci Osman Taksi Duragi,Haci Osman Taksi Durag,Taksi Park,11,7:00:00 AM,11:00:00 PM,Sariyer,29.03103591,41.14014594
596,Marmara Universitesi Pendik Egitim Ve Arastirma Hastanesi Onu Taksi Duragi,Marmara Universitesi Pendik Egitim Ve Arastirma Hastanesi Onu Taksi Durag,Taksi Park,25,8:00:00 AM,4:00:00 PM,Pendik,29.26138531,40.88672332
597,Sogutlucesme Metrobus Onu Taksi,Sogutlucesme Metrobus Onu Taksi Durag,Taksi Park,50,7:00:00 AM,10:00:00 PM,Kadikoy,29.0378072,40.99239491
598,Besiktas Halk Pazari 2,Besiktas Halk Pazar,Kapali Otopark,200,12:00:00 AM,11:59:00 PM,Besiktas,29.00052315,41.04972267
599,Gunes Plaji 2,Gunes Plaji ,Acik Otopark,1000,8:00:00 AM,8:00:00 PM,Bakirkoy,28.78688718,40.97269986
600,Sehit Volkan Duysak Katli Otoparki,Sehit Volkan Duysak Katli Otopark,Kapali Otopark,1000,12:00:00 AM,11:59:00 PM,Zeytinburnu,28.90428816,40.9965469
601,Vatan Caddesi Migros Onu Acik,Vatan Migros Migros On,Acik Otopark,300,12:00:00 AM,11:59:00 PM,Fatih,28.94044538,41.01600671
602,Umraniye Dr. Fazil Kucuk Caddesi 1,Umraniye Dr. Fazil Kucuk Caddes,Yol Ustu,24,8:00:00 AM,5:00:00 PM,Umraniye,29.11268368,41.02701784
603,Cadde Bostan Acik Otoparki,Caddebostan Acik Otopark,Acik Otopark,66,12:00:00 AM,11:59:00 PM,Kadikoy,29.06748471,40.96371133
604,Ciroz Yesilkoy Halk Pazari,Ciroz Yesilkoy Halk Pazar,Acik Otopark,500,7:00:00 AM,7:00:00 PM,Bakirkoy,28.81291771,40.96284916
605,Gencler Caddesi 1,Gencler Caddes,Yol Ustu,35,8:00:00 AM,7:00:00 PM,Bakirkoy,28.86933822,40.9802074
606,Haciosman Metro Yer Alti Otoparki,Haciosman Metro Yer Alti Otopark,Kapali Otopark,422,12:00:00 AM,11:59:00 PM,Sariyer,29.03115871,41.14023143
607,Kartal Sahil Acik Otoparki,Kartal Sahil Acik Otopark,Acik Otopark,72,12:00:00 AM,11:59:00 PM,Kartal,29.19019103,40.88733146
608,Fatih Su Yolu Sokak 3,Fatih Su Yolu Soka,Yol Ustu,40,8:00:00 AM,10:00:00 PM,Fatih,28.95362365,41.01694353
609,Feshane P+R Acik Otoparki,Feshane P+R Acik Otopark,Acik Otopark,200,12:00:00 AM,11:59:00 PM,Eyup,28.93765821,41.04626344
610,Fatih Uzuncarsi Caddesi 1,Fatih Uzun Carsi Caddes,Yol Ustu,30,7:00:00 AM,6:00:00 PM,Fatih,28.96746554,41.01541665
611,Maslak P+R 1,Maslak P+,Acik Otopark,150,12:00:00 AM,11:59:00 PM,Sariyer,29.02405377,41.11653267
612,Beykoz Fevzipasa Caddesi 1,Beykoz Fevzi Pasa Caddes,Yol Ustu,22,9:00:00 AM,6:00:00 PM,Beykoz,29.09158546,41.13460043
613,Munir Nurettin Selcuk Caddesi 5,Munir Nurettin Selcuk Caddes,Yol Ustu,30,9:00:00 AM,6:00:00 PM,Kadikoy,29.03908899,40.97996633
614,Munir Nurettin Selcuk Caddesi 6,Munir Nurettin Selcuk Caddes,Yol Ustu,40,9:00:00 AM,6:00:00 PM,Kadikoy,29.03916788,40.9798146
615,Munir Nurettin Selcuk Caddesi 13,Munir Nurettin Selcuk Caddes,Yol Ustu,30,9:00:00 AM,6:00:00 PM,Kadikoy,29.03974864,40.97913553
616,Kadikoy Metro Acik Otoparki,Kadikoy Metro Acik Otopark,Acik Otopark,60,12:00:00 AM,11:59:00 PM,Kadikoy,29.02161821,40.98991835
617,Gazi Umur Pasa Sokak 5,Gazi Umur Pasa Soka,Yol Ustu,45,8:00:00 AM,6:00:00 PM,Besiktas,29.01145683,41.05901065
618,Sutluce Miniaturk Yani 1,Sutluce Miniaturk Yan,Acik Otopark,320,12:00:00 AM,11:59:00 PM,Beyoglu,28.9499804,41.0570908
619,Sutluce Miniaturk Yani 2,Sutluce Miniaturk Yan,Acik Otopark,320,12:00:00 AM,11:59:00 PM,Beyoglu,28.94992572,41.05706704
620,4.Levent P+R Acik Otoparki,4.Levent P+R Acik Otopark,Acik Otopark,950,12:00:00 AM,11:59:00 PM,Kagithane,29.00810918,41.0835896
621,Fisekhane Caddesi 2,Fisekhane Caddes,Yol Ustu,40,8:00:00 AM,7:00:00 PM,Bakirkoy,28.87003214,40.97807452
622,Suleymaniye Cami Alti Acik Otoparki,Suleymaniye Cami Alti Acik Otopark,Acik Otopark,250,6:30:00 AM,7:00:00 PM,Fatih,28.9608539,41.01604914
623,Eyup İstanbul Caddesi 1,Eyup İstanbul Caddes,Yol Ustu,40,9:00:00 AM,7:00:00 PM,Eyup,28.88340846,41.17937338
624,Eyup İstanbul Caddesi 3,Eyup İstanbul Caddes,Yol Ustu,40,9:00:00 AM,7:00:00 PM,Eyup,28.88444099,41.1783602
625,Eyup İstanbul Caddesi 5,Eyup İstanbul Caddes,Yol Ustu,40,9:00:00 AM,7:00:00 PM,Eyup,28.89010484,41.1764864
626,Arda Turan Spor Kompleksi Katli,Arda Turan Spor Kompleksi Katl,Kapali Otopark,500,12:00:00 AM,11:59:00 PM,Bayrampasa,28.90613437,41.03890171
627,Buyuk Karaman - Haydarbey Caddeleri 1,Buyuk Karaman - Haydarbey Caddeler,Yol Ustu,60,8:30:00 AM,7:00:00 PM,Fatih,28.95307994,41.01613453
628,Tacirhane Sokak 1,Tacirhane Soka,Yol Ustu,30,7:30:00 AM,6:00:00 PM,Fatih,28.96676141,41.01422458
629,Alibeykoy Cep Otogari Acik Otoparki,Alibeykoy Cep Otogari Acik Otopark,Acik Otopark,116,12:00:00 AM,11:59:00 PM,Eyup,28.94453824,41.08778981
630,Alibeykoy Cep Otogari Acik Otoparki,Alibeykoy Cep Otogari Acik Otopark,Acik Otopark,400,12:00:00 AM,11:59:00 PM,Eyup,28.94441811,41.08760299
631,Alibeykoy Cep Otogari Taksi Duragi,Alibeykoy Cep Otogari Taksi Durag,Taksi Park,20,12:00:00 AM,11:59:00 PM,Eyup,28.94474331,41.08817318
632,Sirinevler Meydan Acik Otoparki 1,Sirinevler Meydan Acik Otopark,Acik Otopark,70,8:00:00 AM,12:00:00 AM,Bahcelievler,28.84943783,40.99601435
633,Bahcelievler Hizmet Hastanesi Onu Acik Otoparki,Bahceli Evler Hizmet Hastanesi On,Acik Otopark,150,8:00:00 AM,6:00:00 PM,Bahcelievler,28.87988359,41.00113591
634,Muallim Naci Acik Otoparki,Muallim Naci Acik Otopark,Acik Otopark,35,12:00:00 AM,11:59:00 PM,Besiktas,29.03414011,41.05576608
635,Soganlik Metro Acik Otoparki 2,Soganlik Metro Acik Otopark,Acik Otopark,500,12:00:00 AM,11:59:00 PM,Kartal,29.19269085,40.91328759
636,Aras Sokak 1,Aras Soka,Yol Ustu,60,5:45:00 AM,4:00:00 PM,Buyukcekmece,28.62232174,41.02249077
637,Cevizlibag Taksi Duragi,Cevizlibag Taksi Durag,Taksi Park,10,7:00:00 AM,11:00:00 PM,Zeytinburnu,28.91044852,41.01678011
638,Belgrad Ormani Bahcekoy Girisi Acik,Belgrad Ormani Otopark,Acik Otopark,5000,6:00:00 AM,8:00:00 PM,Sariyer,28.98891976,41.18330816
639,Haznedar Yer Alti Otoparki,Haznedar Yer Alti Otopark,Kapali Otopark,540,12:00:00 AM,11:59:00 PM,Gungoren,28.87290941,41.00834423
640,Maltepe Orhangazi Sehir Parki Acik Otoparki 1,Maltepe Orhangazi Sehir Parki Acik Otopark,Acik Otopark,2750,12:00:00 AM,11:59:00 PM,Maltepe,29.11608696,40.93131484
641,Yenikapi Spor Ve Kultur Merkezi Acik Otoparki 1,Yenikapi Spor Ve Kultur Merkez,Acik Otopark,1100,12:00:00 AM,11:59:00 PM,Fatih,28.95137787,41.00038694
642,Pendik Devlet Hastanesi Acik Otoparki,Pendik Devlet Hastanesi Acik Otopark,Acik Otopark,124,12:00:00 AM,11:59:00 PM,Pendik,29.22890067,40.87751847
643,Pendik Devlet Hastanesi Acik Otoparki.,Pendik Devlet Hastanesi Acik Otopark,Acik Otopark,124,12:00:00 AM,11:59:00 PM,Pendik,29.22884166,40.87754281
644,Kadikoy Metro Yol Ustu 1,Kadikoy Metro Yol Ust,Yol Ustu,25,6:30:00 AM,11:00:00 PM,Kadikoy,29.02181166,40.99048276
645,Harbiye İlkokulu Yer Alti Otoparki,Harbiye İlkokulu Yer Alti Otopark,Kapali Otopark,110,12:00:00 AM,11:59:00 PM,Sisli,28.98508787,41.04454995
646,Sehit Murat Demirci Kapali Otoparki,Sehit Murat Demirci Kapali Otopark,Kapali Otopark,110,12:00:00 AM,11:59:00 PM,Sisli,28.99436027,41.05905875
647,Dudullu Minibus Depolama Alani,Dudullu Minibus Depolama Alani / C-70 Bostanc,Minibus Park,65,7:00:00 AM,9:00:00 PM,Umraniye,29.16088949,41.01576326
648,Yenikapi Marmaray Kucuk Otoparki,Yenikapi Marmaray Kucuk Otopark,Acik Otopark,200,7:00:00 AM,11:00:00 PM,Fatih,28.95044446,41.0063846
649,Dr. Adnan Buyuk Deniz Caddesi 13,Dr. Adnan Buyukdeniz Caddes,Yol Ustu,100,7:45:00 AM,5:00:00 PM,Umraniye,29.11830414,41.03293697
650,Dr. Adnan Buyuk Deniz Caddesi 14,Dr. Adnan Buyukdeniz Caddes,Yol Ustu,60,7:45:00 AM,5:00:00 PM,Umraniye,29.1193022,41.03385979
651,Dr. Adnan Buyuk Deniz Caddesi 15,Dr. Adnan Buyukdeniz Caddes,Yol Ustu,45,7:45:00 AM,5:00:00 PM,Umraniye,29.11957141,41.0341905
652,Matbaacilar Sitesi Yani,Matbaacilar Sitesi Yan,Acik Otopark,250,12:00:00 AM,11:59:00 PM,Zeytinburnu,28.91857262,41.02352763
653,Cekmekoy Cavusbasi Caddesi 3,Cekmekoy Cavusbasi Caddes,Yol Ustu,50,8:00:00 AM,7:00:00 PM,Cekmekoy,29.17274033,41.03067439
654,Nadide Sokak 4,Nadide Soka,Yol Ustu,45,8:00:00 AM,6:00:00 PM,Gungoren,28.89114618,41.00890252
655,Umraniye Dr. Fazil Kucuk Caddesi 5,Umraniye Dr. Fazil Kucuk Caddes,Yol Ustu,24,8:00:00 AM,5:00:00 PM,Umraniye,29.11252435,41.02692987
656,Hat Boyu Caddesi 1,Hat Boyu Caddes,Yol Ustu,24,9:00:00 AM,7:00:00 PM,Pendik,29.23383057,40.88012851
657,Unkapani Acik Otoparki,Unkapani Acik Otopark,Acik Otopark,55,8:00:00 AM,6:00:00 PM,Fatih,28.96420088,41.01958993
658,Eminonu Cep Otoparki,Eminonu Cep Otopark,Yol Ustu,25,8:00:00 AM,7:00:00 PM,Fatih,28.97609043,41.01695768
659,Cevizli Acik Otoparki,Cevizli Acik Otopark,Acik Otopark,100,7:00:00 AM,8:00:00 PM,Kartal,29.17118467,40.91790412
660,Karakoy Kemankes Caddesi 1,Karakoy Kemankes Caddes,Yol Ustu,45,8:00:00 AM,12:00:00 AM,Beyoglu,28.97845268,41.02341649
661,Fatih Mutercim Asim Caddesi 1,Fatih Mutercim Asim Caddes,Yol Ustu,45,8:00:00 AM,7:00:00 PM,Fatih,28.94433439,41.02197838
662,Ressam Halim Sokak Acik Otoparki,Ressam Halim Sokak Acik Otopark,Acik Otopark,120,12:00:00 AM,11:59:00 PM,Bahcelievler,28.86409176,40.99647488
663,Avni Akyol Bulvari 4,Avni Akyol Bulvar,Yol Ustu,25,9:00:00 AM,7:00:00 PM,Basaksehir,28.68871582,41.07151414
664,19 Mayis Acik,19 Mayis Aci,Acik Otopark,65,12:00:00 AM,11:59:00 PM,Sisli,28.99408045,41.05633345
665,Uzuncayir P+R,Uzuncayir P+,Acik Otopark,150,12:00:00 AM,11:59:00 PM,Kadikoy,29.05806005,40.9987432
666,Bahcesehir Doga Parki Caddesi 1,Bahcesehir Doga Parki Caddes,Yol Ustu,25,9:00:00 AM,8:00:00 PM,Basaksehir,28.69115663,41.06732991
667,Bayrampasa Adapark Katli Otoparki,Bayrampasa Adapark Katli Otopark,Kapali Otopark,650,12:00:00 AM,11:59:00 PM,Bayrampasa,28.88721943,41.06414508
668,Merdivenkoy Acik Otoparki,Merdivenkoy Acik Otopark,Acik Otopark,23,8:00:00 AM,5:00:00 PM,Kadikoy,29.0606457,40.98744851
669,1293 Yavuz Selim Otomatik Otoparki,Yavuz Selim Otomatik Otopark,Kapali Otopark,60,12:00:00 AM,11:59:00 PM,Fatih,28.95292247,41.02329907
670,Sehremini Acik Otoparki,Sehremini Acik Otopark,Acik Otopark,30,8:00:00 AM,7:00:00 PM,Fatih,28.93330202,41.0134968
671,Bayrampasa Devlet Hastanesi Cep Otoparki 1,Bayrampasa Devlet Hastanesi Cep Otopark,Yol Ustu,75,8:00:00 AM,7:00:00 PM,Bayrampasa,28.90319569,41.04149575
672,Bayrampasa Yenidogan Mahallesi Zemin Alti Otoparki,Bayrampasa Yenidogan Mahallesi Zemin Alti Otopark,Kapali Otopark,120,12:00:00 AM,11:59:00 PM,Bayrampasa,28.90875434,41.03950601
673,Pendik Sahil İdo,Pendik Sahil İd,Acik Otopark,100,12:00:00 AM,11:59:00 PM,Pendik,29.23702385,40.87552352
674,Sirinevler Meydan Zeminalti Otoparki,Sirinevler Meydan Zeminalti Otopark,Kapali Otopark,400,12:00:00 AM,11:59:00 PM,Bahcelievler,28.84962868,40.99252669
675,Azerbaycan Dostluk Parki Zemin Alti Otoparki,Azerbaycan Dostluk Parki Zemin Alti Otopark,Kapali Otopark,400,12:00:00 AM,11:59:00 PM,Bagcilar,28.85398152,41.04432157
676,Zeynep Kamil Hastanesi Onu 5,Zeynep Kamil Hastane On,Yol Ustu,39,8:00:00 AM,5:00:00 PM,Uskudar,29.02528715,41.0155377
677,Dr.Fahri Atabey Caddesi 8,Uskudar Dr.Fahri Atabey Caddes,Yol Ustu,23,8:00:00 AM,6:00:00 PM,Uskudar,29.01940742,41.01918985
678,Pasalimani Sosyal Tesis Onu 3,Pasalimani Sosyal Tesisler On,Yol Ustu,26,7:00:00 AM,7:00:00 PM,Uskudar,29.02533736,41.03360178
679,Atasehir Bulvari 20,Atasehir Bulvar,Yol Ustu,22,8:00:00 AM,6:00:00 PM,Atasehir,29.12769473,40.99334791
680,Kucukcekmece Fevzi Cakmak Meydani Zemin Alti Otoparki,Kucukcekmece Fevzi Cakmak Meydani Zemin Alti Otopark,Kapali Otopark,1000,12:00:00 AM,11:59:00 PM,Kucukcekmece,28.79325319,41.0085447
681,Umraniye Dr.Adnan Buyukdeniz Caddesi Acik Otoparki,Umraniye Dr.Adnan Buyukdeniz Caddesi Acik Otopark,Acik Otopark,230,6:45:00 AM,6:00:00 PM,Umraniye,29.11185224,41.03208012
682,Bayrampasa Muzaffer Oztekin Zemin Alti Otoparki,Bayrampasa Muzaffer Oztekin Zemin Alti Otopark,Kapali Otopark,400,12:00:00 AM,11:59:00 PM,Bayrampasa,28.9067766,41.0511237
683,Levent Buyukdere Caddesi 4,Levent Buyukdere Caddes,Yol Ustu,30,9:00:00 AM,10:00:00 PM,Besiktas,-99,-99
684,Emirgan Sahil 7,Emirgan Sahi,Yol Ustu,15,8:00:00 AM,12:00:00 AM,Sariyer,29.05757677,41.10704434
685,Resitapasa Caddesi 11,Resitpasa Caddes,Yol Ustu,45,8:30:00 AM,5:30:00 PM,Avcilar,28.71522705,40.98117459
686,Divan Onu 2,Bebek Arnavutkoy Caddes,Yol Ustu,19,8:00:00 AM,12:00:00 AM,Besiktas,29.05693229,41.0843328
687,Cevizli Acik Otoparki,Cevizli Acik Otopark,Acik Otopark,100,7:00:00 AM,8:00:00 PM,Kartal,29.17114868,40.91791743
688,Basaksehir Metro P+R,Basaksehir Metro P+,Acik Otopark,125,7:00:00 AM,6:00:00 PM,Basaksehir,28.80092911,41.10737157
689,Uskudar Unalan Acik P+R,Uskudar Unalan Acik P+,Acik Otopark,180,6:30:00 AM,7:00:00 PM,Uskudar,29.05879478,40.99834818
690,Macka Acik Otoparki,Macka Acik Otopark,Acik Otopark,110,8:00:00 AM,8:00:00 PM,Sisli,28.99103094,41.0458173
691,Belgrad Ormani Kurt Kemeri Girisi Otoparki,Belgrad Ormani Kurt Kemeri Girisi Otopark,Acik Otopark,5000,6:00:00 AM,12:00:00 AM,Eyup,28.91966779,41.19679283
692,Sisli Rumeli Caddesi Metro Yani 1,Sisli Rumeli Caddesi Metro Yan,Yol Ustu,45,8:00:00 AM,12:00:00 AM,Sisli,28.98705633,41.05373516
693,Belgrad Ormani Kurt Kemeri Girisi Otoparki,Belgrad Ormani Kurt Kemeri Girisi Otopark,Acik Otopark,5000,6:00:00 AM,12:00:00 AM,Eyup,28.92051767,41.1970264
694,Pendik Yenisehir Mustafa Akyol Sokak 2,Pendik Yenisehir Mustafa Akyol Soka,Yol Ustu,115,8:00:00 AM,7:00:00 PM,Pendik,29.30791153,40.92703583
695,Halkali Mahallesi Zemin Alti Otoparki,Halkali Mahallesi  Zemin Alti Otopark,Kapali Otopark,347,12:00:00 AM,11:59:00 PM,Kucukcekmece,28.7848154,41.03582987
696,Bulent Ecevit Kultur Merkezi Acik Otoparki,Bulent Ecevit Kultur Merkezi Acik Otopark,Acik Otopark,277,9:00:00 AM,7:00:00 PM,Kartal,29.19700784,40.88544646
697,Yamanevler P+R Acik Otoparki,Yamanevler P+R Acik Otopark,Acik Otopark,100,8:00:00 AM,7:00:00 PM,Umraniye,29.10567185,41.02606839
698,Pendik Sahil Engelliler Merkez Onu,Pendik Sahil Engelliler Merkez On,Acik Otopark,100,12:00:00 AM,11:59:00 PM,Pendik,29.23309003,40.87336848
699,Miniaturk Cadir Acik Otoparki,Miniaturk Cadir Acik Otopark,Acik Otopark,250,12:00:00 AM,11:59:00 PM,Beyoglu,28.95021204,41.05874353
700,Gedikpasa Acik Otoparki,Gedikpasa Acik Otopark,Acik Otopark,175,12:00:00 AM,11:59:00 PM,Fatih,28.96370963,41.00731234
701,Bayrampasa Altintepsi Zemin  Alti Otoparki,Bayrampasa Altintepsi Zemin Alti Otopark,Kapali Otopark,110,12:00:00 AM,11:59:00 PM,Bayrampasa,28.90674646,41.03821102
702,Umraniye Toya Sokak 2,Umraniye Toya Soka,Yol Ustu,34,7:45:00 AM,5:00:00 PM,Umraniye,29.11509754,41.02613051
703,Umraniye Toya Sokak 3,Umraniye Toya Soka,Yol Ustu,34,7:45:00 AM,5:00:00 PM,Umraniye,29.11513107,41.02608499
704,Umraniye Okan Sokak Zeminalti Otoparki,Umraniye  Okan Sokak Zeminalti Otopark,Kapali Otopark,125,12:00:00 AM,11:59:00 PM,Umraniye,29.09112587,41.02877834
705,Cemal Kamaci Spor Kompleksi Zemin Alti Otoparki,Cemal Kamaci Spor Kompleksi Zemin Alti Otopark,Kapali Otopark,510,12:00:00 AM,11:59:00 PM,Kagithane,28.9586859,41.0537869
706,İcadiye Acik Otoparki,İcadiye Acik Otopark,Acik Otopark,135,7:00:00 AM,6:00:00 PM,Uskudar,29.04279616,41.02484558
707,Cekmekoy Mimar Sinan Caddesi 3,Cekmekoy Mimar Sinan Caddes,Yol Ustu,25,8:00:00 AM,7:00:00 PM,Cekmekoy,29.17639806,41.03270083
708,Kalamis Parki Yol Ustu 2,Kalamis Parki Yol Ust,Yol Ustu,25,9:00:00 AM,7:00:00 PM,Kadikoy,29.03644967,40.96925329
