ID,BUSINESS_TYPE_ID,BUSINESS_TYPE_DESC,FUEL_DISTRIBUTION_COMPANY_ID,FUEL_DISTRIBUTION_COMPANY_DESC,County_Name,Neighborhood_Name,LATITUDE,LONGITUDE
1,1,Akaryakit,13,Shell-Turcas Petrol,Arnavutkoy,Hastane,41.15816138,28.61356557
2,2,Akaryakit Lpg,10,Opet,Silivri,Buyuk Cavuslu,41.24933896,28.03778348
3,2,Akaryakit Lpg,12,Petrol Ofisi,Esenyurt,Saadetdere,41.00057571,28.69146283
4,2,Akaryakit Lpg,10,Opet,Pendik,Yenisehir,40.93530869,29.32867668
5,1,Akaryakit,27,Turkiye Petrol,Kucukcekmece,Istasyon,41.01450221,28.76814579
6,2,Akaryakit Lpg,25,Starpet,Uskudar,Selami Ali,41.02753436,29.02624217
7,1,Akaryakit,13,Shell-Turcas Petrol,Beykoz,Gumussuyu,41.13060422,29.09358583
8,2,Akaryakit Lpg,15,Total,Kadikoy,Acibadem,41.00306655,29.03626706
9,2,Akaryakit Lpg,9,LukOil,Zeytinburnu,Tozkoparan,41.02096585,28.90659425
10,1,Akaryakit,15,Total,Silivri,Mimar Sinan,41.0800035,28.20899049
11,2,Akaryakit Lpg,12,Petrol Ofisi,Pendik,Kaynarca,40.86945447,29.26901487
12,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Esenyurt,Ataturk,41.01967015,28.63169775
13,2,Akaryakit Lpg,15,Total,Umraniye,Inkilap,41.03100559,29.10747116
14,2,Akaryakit Lpg,12,Petrol Ofisi,Pendik,Seyhli,40.90436916,29.27867645
15,1,Akaryakit,13,Shell-Turcas Petrol,Besiktas,Gayrettepe,41.06142149,29.01104994
16,2,Akaryakit Lpg,5,BP,Kadikoy,Sahrayicedit,40.98152792,29.08135026
17,2,Akaryakit Lpg,12,Petrol Ofisi,Beyoglu,Kaptanpasa,41.04161852,28.96642489
18,2,Akaryakit Lpg,15,Total,Sultangazi,Cebeci,41.11363622,28.85721776
19,1,Akaryakit,12,Petrol Ofisi,Kartal,Yali,40.8967308,29.22263569
20,1,Akaryakit,15,Total,Beylikduzu,Marmara,40.98186429,28.68256861
21,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Bagcilar,Mahmutbey,41.05997752,28.83135469
22,2,Akaryakit Lpg,5,BP,Sisli,19 Mayis,41.05681212,28.99637357
23,1,Akaryakit,5,BP,Besiktas,Nisbetiye,41.07384915,29.01594593
24,2,Akaryakit Lpg,2,Alpet,Eyupsultan,Bogazkoy Istiklal,41.13673143,28.81707269
25,1,Akaryakit,15,Total,Beylikduzu,Yakuplu,41.00426897,28.68413878
26,2,Akaryakit Lpg,27,Turkiye Petrol,Arnavutkoy,Islambey,41.18944311,28.74268625
27,2,Akaryakit Lpg,10,Opet,Umraniye,Cemil Meric,41.0163878,29.14598187
28,2,Akaryakit Lpg,12,Petrol Ofisi,Silivri,Ortakoy,41.08342301,28.37078083
29,2,Akaryakit Lpg,5,BP,Esenyurt,Yesilkent,41.02523913,28.65928705
30,2,Akaryakit Lpg,9,LukOil,Gaziosmanpasa,Merkez,41.05809494,28.90624368
31,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Buyukcekmece,Mimar Sinan,41.0079701,28.53766986
32,2,Akaryakit Lpg,5,BP,Kucukcekmece,Halkali Merkez,41.02941408,28.79570732
33,2,Akaryakit Lpg,5,BP,Tuzla,Tepeoren,40.93586163,29.3611637
34,1,Akaryakit,13,Shell-Turcas Petrol,Kagithane,Telsizler,41.0751913,28.99990174
35,1,Akaryakit,5,BP,Sile,Ahmetli,41.16117111,29.59034112
36,1,Akaryakit,13,Shell-Turcas Petrol,Atasehir,Icerenkoy,40.96706594,29.10422482
37,1,Akaryakit,3,Aytemiz,Esenler,Havaalani,41.05465828,28.86387982
38,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Arnavutkoy,Hastane,41.15255923,28.61693973
39,2,Akaryakit Lpg,15,Total,Bahcelievler,Yenibosna Merkez,41.01178545,28.81783783
40,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Pendik,Yayalar,40.89918877,29.2686647
41,1,Akaryakit,12,Petrol Ofisi,Buyukcekmece,Fatih,41.02184205,28.58403678
42,2,Akaryakit Lpg,10,Opet,Esenler,Fevzi Cakmak,41.04909299,28.87684213
43,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Gungoren,Haznedar,41.00691653,28.87140247
44,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Kucukcekmece,Halkali Merkez,41.02885255,28.79068333
45,2,Akaryakit Lpg,15,Total,Kagithane,Sultan Selim,41.09433608,28.99299325
46,2,Akaryakit Lpg,10,Opet,Arnavutkoy,Yavuz Selim,41.20513127,28.72826561
47,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Basaksehir,Basak,41.0845534,28.8106902
48,1,Akaryakit,12,Petrol Ofisi,Maltepe,Altaycesme,40.92783851,29.13306917
49,1,Akaryakit,13,Shell-Turcas Petrol,Beylikduzu,Gurpinar,40.9959898,28.60619924
50,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Buyukcekmece,Ulus,41.0259119,28.55657737
51,1,Akaryakit,5,BP,Sancaktepe,Fatih,40.96950037,29.22021668
52,1,Akaryakit,12,Petrol Ofisi,Kadikoy,Fenerbahce,40.97485903,29.05216014
53,2,Akaryakit Lpg,12,Petrol Ofisi,Buyukcekmece,Kamiloba,41.04027366,28.42850663
54,2,Akaryakit Lpg,11,Pet-Line,Gaziosmanpasa,Karayollari,41.08698267,28.88928688
55,2,Akaryakit Lpg,27,Turkiye Petrol,Sultanbeyli,Turgut Reis,40.96388354,29.28443917
56,2,Akaryakit Lpg,5,BP,Gungoren,Abdurrahman Nafiz Gurman,41.00477714,28.89232007
57,1,Akaryakit,13,Shell-Turcas Petrol,Silivri,Cumhuriyet,41.07046999,28.27883598
58,2,Akaryakit Lpg,15,Total,Beykoz,Goztepe,41.08110132,29.07702496
59,1,Akaryakit,13,Shell-Turcas Petrol,Umraniye,Istiklal,41.02477377,29.1002775
60,1,Akaryakit,12,Petrol Ofisi,Zeytinburnu,Tozkoparan,41.01918556,28.91783023
61,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Sultangazi,Cumhuriyet,41.09130079,28.88428792
62,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Bayrampasa,Terazidere,41.02806636,28.90068303
63,2,Akaryakit Lpg,12,Petrol Ofisi,Bahcelievler,Bahcelievler,41.00227299,28.88296925
64,1,Akaryakit,12,Petrol Ofisi,Maltepe,Kucukyali Merkez,40.94801038,29.10653007
65,1,Akaryakit,10,Opet,Bayrampasa,Yildirim,41.07009753,28.89254169
66,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Cekmekoy,Merkez,41.0370441,29.1556768
67,2,Akaryakit Lpg,15,Total,Arnavutkoy,Bogazkoy Istiklal,41.15285325,28.78756392
68,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Esenler,Kemer,41.05482568,28.87583121
69,2,Akaryakit Lpg,2,Alpet,Sultanbeyli,Orhangazi,40.94061661,29.28526576
70,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Kadikoy,Kosuyolu,41.00436516,29.03031176
71,1,Akaryakit,12,Petrol Ofisi,Bakirkoy,Zeytinlik,40.9743736,28.8743595
72,1,Akaryakit,12,Petrol Ofisi,Sultangazi,Sultanciftligi,41.09489084,28.86334675
73,2,Akaryakit Lpg,15,Total,Catalca,Subasi,41.22299745,28.45500613
74,2,Akaryakit Lpg,2,Alpet,Esenyurt,Zafer,41.01207548,28.68179064
75,1,Akaryakit,10,Opet,Besiktas,Dikilitas,41.05508747,28.99931091
76,1,Akaryakit,12,Petrol Ofisi,Pendik,Kaynarca,40.87516932,29.2543109
77,1,Akaryakit,5,BP,Beyoglu,Kucuk Piyale,41.0381445,28.96805901
78,2,Akaryakit Lpg,27,Turkiye Petrol,Gaziosmanpasa,Semsipasa,41.06827877,28.90753223
79,2,Akaryakit Lpg,10,Opet,Eyupsultan,Topcular,41.04519721,28.91682936
80,1,Akaryakit,13,Shell-Turcas Petrol,Besiktas,Levent,41.08772462,29.01774089
81,2,Akaryakit Lpg,9,LukOil,Pendik,Guzelyali,40.85619462,29.28717171
82,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Kagithane,Merkez,41.08562417,28.96854454
83,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Sultanbeyli,Hasanpasa,40.9719573,29.24918089
84,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Gaziosmanpasa,Karadeniz,41.07614846,28.88070665
85,1,Akaryakit,13,Shell-Turcas Petrol,Atasehir,Kucukbakkalkoy,40.97831858,29.12361155
86,1,Akaryakit,10,Opet,Kadikoy,Feneryolu,40.98428999,29.05691032
87,1,Akaryakit,10,Opet,Atasehir,Mimar Sinan,40.98385675,29.1658297
88,1,Akaryakit,23,Moil,Bakirkoy,Zeytinlik,40.97239108,28.87823811
89,2,Akaryakit Lpg,12,Petrol Ofisi,Esenyurt,Barbaros Hayrettin Pasa,41.01779013,28.64613628
90,1,Akaryakit,15,Total,Uskudar,Cengelkoy,41.05127969,29.06445839
91,2,Akaryakit Lpg,15,Total,Uskudar,Kisikli,41.02386574,29.08152877
92,2,Akaryakit Lpg,22,KadOil,Bagcilar,Baglar,41.03131234,28.82300003
93,2,Akaryakit Lpg,15,Total,Silivri,Mimar Sinan,41.08089449,28.20540691
94,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Beyoglu,Sururi Mehmet Efendi,41.03845927,28.97348141
95,1,Akaryakit,13,Shell-Turcas Petrol,Silivri,Mimar Sinan,41.08141999,28.22079936
96,2,Akaryakit Lpg,10,Opet,Kadikoy,Kozyatagi,40.97045161,29.10110514
97,2,Akaryakit Lpg,3,Aytemiz,Pendik,Velibaba,40.89866138,29.25959823
98,2,Akaryakit Lpg,2,Alpet,Beyoglu,Kemankes Karamustafapasa,41.02601545,28.97975053
99,1,Akaryakit,13,Shell-Turcas Petrol,Gaziosmanpasa,Semsipasa,41.07000505,28.90675266
100,2,Akaryakit Lpg,22,KadOil,Gaziosmanpasa,Yeni Mahalle,41.0820832,28.89300155
101,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Buyukcekmece,Alkent 2000,41.07923068,28.62487209
102,2,Akaryakit Lpg,10,Opet,Kucukcekmece,Sultan Murat,41.00259596,28.78740856
103,1,Akaryakit,13,Shell-Turcas Petrol,Silivri,Fevzipasa,41.09568787,27.99974117
104,1,Akaryakit,13,Shell-Turcas Petrol,Silivri,Balaban,41.06038321,28.08431524
105,2,Akaryakit Lpg,3,Aytemiz,Cekmekoy,Resadiye,41.07875581,29.25029521
106,1,Akaryakit,3,Aytemiz,Cekmekoy,Kocullu,41.08178999,29.34045862
107,2,Akaryakit Lpg,10,Opet,Sultanbeyli,Hasanpasa,40.96817004,29.25312263
108,2,Akaryakit Lpg,10,Opet,Arnavutkoy,Omerli,41.09169625,28.63411926
109,2,Akaryakit Lpg,5,BP,Umraniye,Atakent,41.022159,29.11268323
110,1,Akaryakit,13,Shell-Turcas Petrol,Kucukcekmece,Halkali Merkez,41.04331261,28.80304559
111,2,Akaryakit Lpg,12,Petrol Ofisi,Sancaktepe,Meclis,41.00860922,29.20170178
112,2,Akaryakit Lpg,10,Opet,Gaziosmanpasa,Barbaros Hayrettin Pasa,41.08089939,28.89335859
113,2,Akaryakit Lpg,10,Opet,Bagcilar,Goztepe,41.05668763,28.83049742
114,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Buyukcekmece,Kamiloba,41.03538576,28.44583136
115,1,Akaryakit,15,Total,Umraniye,Cemil Meric,41.01604178,29.15031837
116,2,Akaryakit Lpg,2,Alpet,Esenyurt,Fatih,41.02936748,28.68260853
117,2,Akaryakit Lpg,10,Opet,Uskudar,Altunizade,41.02380587,29.0420038
118,2,Akaryakit Lpg,25,Starpet,Sancaktepe,Fatih,40.9667866,29.21556362
119,2,Akaryakit Lpg,10,Opet,Buyukcekmece,Cumhuriyet,41.01840194,28.63257349
120,2,Akaryakit Lpg,12,Petrol Ofisi,Arnavutkoy,Haracci,41.17913976,28.70304094
121,2,Akaryakit Lpg,9,LukOil,Gaziosmanpasa,Yeni Mahalle,41.07437664,28.90499752
122,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Avcilar,Firuzkoy,40.99944114,28.71346748
123,1,Akaryakit,21,Turkuaz,Pendik,Guzelyali,40.85944317,29.28156925
124,1,Akaryakit,5,BP,Zeytinburnu,Kazlicesme,40.98218188,28.89369976
125,2,Akaryakit Lpg,12,Petrol Ofisi,Pendik,Cinardere,40.89574571,29.24902912
126,1,Akaryakit,19,Sunpet,Arnavutkoy,Yassioren,41.23183977,28.59967308
127,1,Akaryakit,5,BP,Basaksehir,Basaksehir,41.10409804,28.78326758
128,2,Akaryakit Lpg,15,Total,Bagcilar,Yavuz Selim,41.03339729,28.85129206
129,2,Akaryakit Lpg,3,Aytemiz,Sisli,Halide Edip Adivar,41.05952851,28.97611861
130,2,Akaryakit Lpg,2,Alpet,Esenyurt,Ataturk,41.02706788,28.62663288
131,1,Akaryakit,12,Petrol Ofisi,Catalca,Ataturk,41.41039208,28.18491916
132,2,Akaryakit Lpg,10,Opet,Eyupsultan,Topcular,41.038761,28.9219505
133,1,Akaryakit,12,Petrol Ofisi,Kadikoy,Goztepe,40.98153282,29.06863687
134,2,Akaryakit Lpg,10,Opet,Tuzla,Evliya Celebi,40.83733449,29.29604496
135,1,Akaryakit,15,Total,Kartal,Esentepe,40.90890613,29.20264182
136,2,Akaryakit Lpg,10,Opet,Silivri,Yeni,41.06963005,28.2925998
137,2,Akaryakit Lpg,10,Opet,Gungoren,Gencosman,41.03248925,28.88381225
138,2,Akaryakit Lpg,22,KadOil,Buyukcekmece,Mimar Sinan,41.02102385,28.56318003
139,2,Akaryakit Lpg,7,Enerji Petrol,Silivri,Selimpasa,41.05166704,28.38699643
140,1,Akaryakit,10,Opet,Eyupsultan,Topcular,41.03914139,28.91734304
141,1,Akaryakit,15,Total,Pendik,Seyhli,40.90789654,29.29335117
142,1,Akaryakit,12,Petrol Ofisi,Uskudar,Sultantepe,41.02892188,29.01747482
143,1,Akaryakit,12,Petrol Ofisi,Beyoglu,Piripasa,41.04371363,28.94792856
144,1,Akaryakit,5,BP,Esenyurt,Saadetdere,41.01154738,28.69804547
145,2,Akaryakit Lpg,12,Petrol Ofisi,Gaziosmanpasa,Merkez,41.05559916,28.90966919
146,1,Akaryakit,3,Aytemiz,Gaziosmanpasa,Hurriyet,41.07048389,28.90229838
147,1,Akaryakit,15,Total,Beykoz,Akbaba,41.14832259,29.11321153
148,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Zeytinburnu,Kazlicesme,41.0022152,28.91983752
149,2,Akaryakit Lpg,12,Petrol Ofisi,Umraniye,Necip Fazil,41.01651051,29.17768789
150,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Kagithane,Merkez,41.08423543,28.97827214
151,2,Akaryakit Lpg,5,BP,Zeytinburnu,Tozkoparan,41.02772258,28.90843274
152,2,Akaryakit Lpg,10,Opet,Beylikduzu,Cumhuriyet,41.00491317,28.63757733
153,1,Akaryakit,9,LukOil,Buyukcekmece,Kumburgaz,41.0265303,28.46566259
154,2,Akaryakit Lpg,5,BP,Bahcelievler,Yenibosna Merkez,41.01542544,28.8243583
155,2,Akaryakit Lpg,7,Enerji Petrol,Esenyurt,Aksemseddin,41.01346337,28.69537048
156,2,Akaryakit Lpg,10,Opet,Maltepe,Girne,40.94268716,29.14385305
157,1,Akaryakit,13,Shell-Turcas Petrol,Kartal,Cumhuriyet,40.90247235,29.2175119
158,1,Akaryakit,23,Moil,Catalca,Subasi,41.22362268,28.45501922
159,1,Akaryakit,5,BP,Sancaktepe,Meclis,41.00975537,29.21090597
160,2,Akaryakit Lpg,12,Petrol Ofisi,Bahcelievler,Yenibosna Merkez,41.01163702,28.82838406
161,1,Akaryakit,15,Total,Catalca,Cakil,41.11605161,28.45046913
162,2,Akaryakit Lpg,5,BP,Sultanbeyli,Mehmet Akif,40.96503519,29.27201947
163,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Esenyurt,Osmangazi,41.03797011,28.64186646
164,2,Akaryakit Lpg,12,Petrol Ofisi,Bagcilar,Gunesli,41.0345758,28.83336008
165,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Atasehir,Yenisahra,40.98764191,29.08706788
166,1,Akaryakit,5,BP,Eyupsultan,Merkez,41.0576361,28.94188186
167,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Kadikoy,Kozyatagi,40.96644558,29.10335137
168,1,Akaryakit,13,Shell-Turcas Petrol,Sultanbeyli,Aksemsettin,40.94255158,29.30204185
169,1,Akaryakit,13,Shell-Turcas Petrol,Sisli,Fulya,41.06570788,29.00223845
170,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Sancaktepe,Abdurrahmangazi,40.99270409,29.223129
171,1,Akaryakit,13,Shell-Turcas Petrol,Gaziosmanpasa,Mevlana,41.08253132,28.91672524
172,1,Akaryakit,12,Petrol Ofisi,Sariyer,Sariyer Merkez,41.16612884,29.05648411
173,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Kartal,Cavusoglu,40.88955086,29.20683015
174,1,Akaryakit,14,Termopet Akaryakit,Catalca,Ciftlikkoy,41.33691805,28.41568618
175,2,Akaryakit Lpg,23,Moil,Kucukcekmece,Fevzi Cakmak,41.00846474,28.79462734
176,2,Akaryakit Lpg,7,Enerji Petrol,Silivri,Ortakoy,41.09428834,28.37628946
177,1,Akaryakit,15,Total,Tuzla,Istasyon,40.83580293,29.32389265
178,1,Akaryakit,13,Shell-Turcas Petrol,Atasehir,Kayisdagi,40.98766792,29.14387497
179,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Beykoz,Goksu,41.07999656,29.07078134
180,1,Akaryakit,25,Starpet,Sancaktepe,Buyukbakkalkoy,40.98696716,29.22608529
181,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Kucukcekmece,Besyol,40.99637053,28.7966381
182,2,Akaryakit Lpg,10,Opet,Kucukcekmece,Halkali Merkez,41.02923287,28.80651589
183,2,Akaryakit Lpg,12,Petrol Ofisi,Bahcelievler,Kocasinan Merkez,41.01313068,28.84679765
184,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Bakirkoy,Senlikkoy,40.98640206,28.81960077
185,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Pendik,Bahcelievler,40.88688466,29.23998611
186,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Zeytinburnu,Merkezefendi,41.01682003,28.91287897
187,2,Akaryakit Lpg,15,Total,Kagithane,Merkez,41.07857234,28.97196755
188,2,Akaryakit Lpg,12,Petrol Ofisi,Basaksehir,Bahcesehir 1. Kisim,41.0604331,28.6985173
189,2,Akaryakit Lpg,3,Aytemiz,Eyupsultan,Pirincci,41.20086472,28.8250662
190,2,Akaryakit Lpg,3,Aytemiz,Eyupsultan,Ciftalan,41.23651473,28.90607452
191,1,Akaryakit,12,Petrol Ofisi,Buyukcekmece,Mimar Sinan,41.01261672,28.54140741
192,1,Akaryakit,10,Opet,Kadikoy,Zuhtupasa,40.98389906,29.04009447
193,1,Akaryakit,15,Total,Beylikduzu,Yakuplu,40.98987317,28.6684008
194,1,Akaryakit,10,Opet,Pendik,Bahcelievler,40.89141356,29.23323457
195,2,Akaryakit Lpg,5,BP,Eyupsultan,Topcular,41.04165762,28.91991842
196,1,Akaryakit,13,Shell-Turcas Petrol,Cekmekoy,Mimar Sinan,41.03232541,29.17362107
197,2,Akaryakit Lpg,12,Petrol Ofisi,Uskudar,Kisikli,41.0225188,29.07526394
198,2,Akaryakit Lpg,12,Petrol Ofisi,Sultanbeyli,Hasanpasa,40.97177557,29.24849597
199,2,Akaryakit Lpg,5,BP,Bagcilar,Baglar,41.02608257,28.81410163
200,2,Akaryakit Lpg,15,Total,Eyupsultan,Karadolap,41.06937155,28.93316692
201,1,Akaryakit,5,BP,Pendik,Bahcelievler,40.88487599,29.23556676
202,2,Akaryakit Lpg,5,BP,Bayrampasa,Cevatpasa,41.07299288,28.88672428
203,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Esenler,Birlik,41.05385238,28.86634702
204,2,Akaryakit Lpg,15,Total,Silivri,Selimpasa,41.05631325,28.36998004
205,1,Akaryakit,5,BP,Arnavutkoy,Arnavutkoy Merkez,41.18601276,28.73928928
206,2,Akaryakit Lpg,9,LukOil,Buyukcekmece,Mimar Sinan,41.01398501,28.54734886
207,2,Akaryakit Lpg,5,BP,Sultangazi,Yunus Emre,41.0951491,28.89592117
208,1,Akaryakit,5,BP,Kartal,Kordonboyu,40.88755051,29.19164291
209,1,Akaryakit,12,Petrol Ofisi,Bakirkoy,Kartaltepe,40.98804233,28.8841313
210,1,Akaryakit,13,Shell-Turcas Petrol,Atasehir,Ataturk,40.98520369,29.10719444
211,1,Akaryakit,12,Petrol Ofisi,Silivri,Selimpasa,41.0499225,28.39087994
212,1,Akaryakit,12,Petrol Ofisi,Sariyer,Kirecburnu,41.15146045,29.04263104
213,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Sancaktepe,Safa,41.0137312,29.24597297
214,1,Akaryakit,13,Shell-Turcas Petrol,Tuzla,Mescit,40.88118159,29.34513705
215,1,Akaryakit,3,Aytemiz,Kagithane,Gursel,41.07514309,28.9696002
216,2,Akaryakit Lpg,10,Opet,Buyukcekmece,Pinartepe,40.99781132,28.60520225
217,2,Akaryakit Lpg,15,Total,Maltepe,Yali,40.91444451,29.14083401
218,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Bakirkoy,Senlikkoy,40.98799075,28.79598148
219,2,Akaryakit Lpg,12,Petrol Ofisi,Maltepe,Aydinevler,40.94585412,29.12744229
220,1,Akaryakit,5,BP,Maltepe,Cevizli,40.91730439,29.1436794
221,2,Akaryakit Lpg,5,BP,Bagcilar,Baglar,41.02468823,28.8285146
222,1,Akaryakit,15,Total,Uskudar,Kirazlitepe,41.03650507,29.06536996
223,2,Akaryakit Lpg,10,Opet,Bagcilar,Mahmutbey,41.06971419,28.82515769
