ID,BUSINESS_TYPE_ID,BUSINESS_TYPE_DESC,FUEL_DISTRIBUTION_COMPANY_ID,FUEL_DISTRIBUTION_COMPANY_DESC,County_Name,Neighborhood_Name,LATITUDE,LONGITUDE
454,1,Akaryakit,10,Opet,Esenler,Yavuz Selim,41.03675632,28.88732712
455,1,Akaryakit,5,BP,Buyukcekmece,Kumburgaz,41.0283927,28.4598228
456,2,Akaryakit Lpg,5,BP,Bagcilar,Goztepe,41.05403682,28.83352668
457,2,Akaryakit Lpg,12,Petrol Ofisi,Maltepe,Cevizli,40.92404171,29.15102638
458,2,Akaryakit Lpg,5,BP,Kucukcekmece,Halkali Merkez,41.0366427,28.79714928
459,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Silivri,Buyuk Cavuslu,41.25586386,28.03628635
460,1,Akaryakit,13,Shell-Turcas Petrol,Buyukcekmece,Pinartepe,41.00105092,28.61802638
461,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Sancaktepe,Buyukbakkalkoy,40.98060433,29.22024278
462,2,Akaryakit Lpg,5,BP,Bagcilar,Inonu,41.02743229,28.84747155
463,1,Akaryakit,10,Opet,Cekmekoy,Omerli,41.08802801,29.34381762
464,1,Akaryakit,25,Starpet,Esenler,Menderes,41.04137304,28.88090155
465,2,Akaryakit Lpg,10,Opet,Gungoren,Merkez,41.02977568,28.86348697
466,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Bagcilar,Mahmutbey,41.04460254,28.82071922
467,2,Akaryakit Lpg,15,Total,Maltepe,Altaycesme,40.93971866,29.13335023
468,2,Akaryakit Lpg,12,Petrol Ofisi,Esenyurt,Ataturk,41.03699088,28.62478209
469,2,Akaryakit Lpg,15,Total,Sancaktepe,Kemal Turkler,41.00390425,29.21688436
470,2,Akaryakit Lpg,10,Opet,Sultangazi,Eski Habipler,41.13196351,28.82696282
471,1,Akaryakit,13,Shell-Turcas Petrol,Sancaktepe,Buyukbakkalkoy,40.97776957,29.22081122
472,1,Akaryakit,15,Total,Buyukcekmece,Mimar Sinan,41.01713165,28.55737114
473,1,Akaryakit,3,Aytemiz,Kagithane,Mehmet Akif Ersoy,41.06293591,28.95089177
474,2,Akaryakit Lpg,10,Opet,Pendik,Fevzi Cakmak,40.88079983,29.2551488
475,2,Akaryakit Lpg,10,Opet,Buyukcekmece,Kamiloba,41.03783658,28.43729495
476,1,Akaryakit,5,BP,Kadikoy,Fenerbahce,40.98061711,29.04183468
477,2,Akaryakit Lpg,15,Total,Tuzla,Mescit,40.89976898,29.35113698
478,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Bagcilar,Kirazli,41.03264496,28.83403227
479,2,Akaryakit Lpg,10,Opet,Esenyurt,Sultaniye,41.02314038,28.68670988
480,2,Akaryakit Lpg,10,Opet,Zeytinburnu,Tozkoparan,41.01981277,28.90877611
481,1,Akaryakit,12,Petrol Ofisi,Sultangazi,75. Yil,41.09865103,28.9003732
482,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Sultanbeyli,Battalgazi,40.9900595,29.26385538
483,2,Akaryakit Lpg,12,Petrol Ofisi,Zeytinburnu,Tozkoparan,41.01519328,28.90779069
484,2,Akaryakit Lpg,7,Enerji Petrol,Bagcilar,Kemalpasa,41.05404038,28.85444228
485,2,Akaryakit Lpg,10,Opet,Kagithane,Yahya Kemal,41.08893676,28.98501544
486,2,Akaryakit Lpg,10,Opet,Besiktas,Ortakoy,41.05444498,29.0337741
487,2,Akaryakit Lpg,5,BP,Esenler,Tuna,41.05024848,28.85920901
488,1,Akaryakit,10,Opet,Esenyurt,Akcaburgaz,41.05037257,28.62850889
489,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Kartal,Esentepe,40.91110469,29.1952688
490,2,Akaryakit Lpg,12,Petrol Ofisi,Sancaktepe,Pasakoy,41.04376927,29.27918522
491,2,Akaryakit Lpg,2,Alpet,Silivri,Alipasa,41.10371436,28.21939533
492,2,Akaryakit Lpg,10,Opet,Sariyer,Resitpasa,41.10741219,29.01511161
493,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Umraniye,Ihlamurkuyu,41.02058605,29.12964144
494,1,Akaryakit,9,LukOil,Sultanbeyli,Yavuz Selim,40.95069492,29.2818336
495,1,Akaryakit,10,Opet,Sancaktepe,Meclis,41.00798822,29.19311182
496,2,Akaryakit Lpg,10,Opet,Tuzla,Postane,40.81945386,29.30622581
497,1,Akaryakit,12,Petrol Ofisi,Bagcilar,15 Temmuz,41.02742799,28.81262805
498,1,Akaryakit,10,Opet,Pendik,Seyhli,40.90536913,29.28536192
499,1,Akaryakit,9,LukOil,Atasehir,Ferhatpasa,40.99031873,29.17570324
500,2,Akaryakit Lpg,23,Moil,Fatih,Kucuk Ayasofya,41.00181317,28.9724949
501,1,Akaryakit,9,LukOil,Gaziosmanpasa,Merkez,41.05413073,28.91050432
502,2,Akaryakit Lpg,2,Alpet,Avcilar,Universite,40.99363129,28.70950192
503,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Sultanbeyli,Mecidiye,40.96050301,29.29159966
504,1,Akaryakit,13,Shell-Turcas Petrol,Besiktas,Nisbetiye,41.06987982,29.01527361
505,1,Akaryakit,13,Shell-Turcas Petrol,Kartal,Yali,40.89993015,29.21995075
506,1,Akaryakit,5,BP,Kagithane,Gursel,41.07552344,28.96980524
507,1,Akaryakit,13,Shell-Turcas Petrol,Bagcilar,Mahmutbey,41.04591634,28.82983716
508,2,Akaryakit Lpg,20,Full,Sancaktepe,Inonu,41.01036169,29.21040523
509,1,Akaryakit,14,Termopet Akaryakit,Silivri,Danamandira,41.30537103,28.24175507
510,2,Akaryakit Lpg,5,BP,Cekmekoy,Cumhuriyet,41.024838,29.22565949
511,2,Akaryakit Lpg,12,Petrol Ofisi,Basaksehir,Basak,41.10452214,28.8043003
512,2,Akaryakit Lpg,10,Opet,Esenyurt,Asik Veysel,41.06475707,28.67162883
513,2,Akaryakit Lpg,12,Petrol Ofisi,Avcilar,Yesilkent,41.05105637,28.68774615
514,2,Akaryakit Lpg,7,Enerji Petrol,Sultangazi,75. Yil,41.09720383,28.90467187
515,2,Akaryakit Lpg,15,Total,Bagcilar,Gunesli,41.04140457,28.83227784
516,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Avcilar,Universite,40.98825712,28.71868008
517,2,Akaryakit Lpg,15,Total,Bayrampasa,Yildirim,41.0611405,28.89214984
518,2,Akaryakit Lpg,5,BP,Bagcilar,Goztepe,41.05998749,28.83207995
519,2,Akaryakit Lpg,33,Pasifik,Catalca,Kaleici,41.15805446,28.45524206
520,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Basaksehir,Bahcesehir 1. Kisim,41.07178455,28.69399993
521,1,Akaryakit,13,Shell-Turcas Petrol,Arnavutkoy,Omerli,41.09032672,28.63415889
522,2,Akaryakit Lpg,5,BP,Bagcilar,Yavuz Selim,41.04209302,28.8509598
523,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Kartal,Cavusoglu,40.89407129,29.19885509
524,2,Akaryakit Lpg,12,Petrol Ofisi,Sultanbeyli,Adil,40.97286792,29.26230214
525,2,Akaryakit Lpg,5,BP,Kucukcekmece,Gultepe,40.98858144,28.79089044
526,1,Akaryakit,15,Total,Sultanbeyli,Mehmet Akif,40.96971958,29.26609861
527,1,Akaryakit,9,LukOil,Sultanbeyli,Aksemsettin,40.94238474,29.30108773
528,1,Akaryakit,13,Shell-Turcas Petrol,Esenyurt,Fatih,41.03380717,28.68004637
529,2,Akaryakit Lpg,10,Opet,Silivri,Gumusyaka,41.05081503,28.05568473
530,1,Akaryakit,15,Total,Atasehir,Mustafa Kemal,40.99697425,29.08879255
531,2,Akaryakit Lpg,9,LukOil,Esenyurt,Akevler,41.01964816,28.67658853
532,2,Akaryakit Lpg,12,Petrol Ofisi,Tuzla,Icmeler,40.84479138,29.30578453
533,2,Akaryakit Lpg,27,Turkiye Petrol,Cekmekoy,Merkez,41.04493396,29.17717304
534,2,Akaryakit Lpg,15,Total,Pendik,Yesilbaglar,40.89433953,29.2285325
535,2,Akaryakit Lpg,10,Opet,Esenyurt,Asik Veysel,41.055412,28.67180478
536,1,Akaryakit,5,BP,Kucukcekmece,Yarimburgaz,41.04264208,28.75635697
537,1,Akaryakit,12,Petrol Ofisi,Silivri,Celtik,41.10724102,28.11222224
538,1,Akaryakit,13,Shell-Turcas Petrol,Arnavutkoy,Anadolu,41.17749479,28.74801348
539,1,Akaryakit,10,Opet,Avcilar,Tahtakale,41.05682424,28.728053
540,1,Akaryakit,5,BP,Bayrampasa,Yenidogan,41.046174,28.91548504
541,2,Akaryakit Lpg,12,Petrol Ofisi,Kucukcekmece,Halkali Merkez,41.03364903,28.80740684
542,2,Akaryakit Lpg,15,Total,Sancaktepe,Meclis,41.01369796,29.19118382
543,1,Akaryakit,5,BP,Bahcelievler,Kocasinan Merkez,41.01423895,28.84219214
544,1,Akaryakit,12,Petrol Ofisi,Kucukcekmece,Ataturk,41.04893356,28.7996952
545,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Uskudar,Bulgurlu,41.01682066,29.07617025
546,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Beylikduzu,Baris,41.00976787,28.6551092
547,2,Akaryakit Lpg,12,Petrol Ofisi,Sancaktepe,Meclis,41.01257362,29.20741025
548,2,Akaryakit Lpg,12,Petrol Ofisi,Umraniye,Serifali,41.00559909,29.14620474
549,2,Akaryakit Lpg,10,Opet,Cekmekoy,Eksioglu,41.02663493,29.24273605
550,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Sultanbeyli,Battalgazi,40.98258981,29.26674689
551,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Fatih,Seyyid Omer,41.00725845,28.92843682
552,2,Akaryakit Lpg,15,Total,Bagcilar,Yildiztepe,41.02710473,28.85689017
553,1,Akaryakit,15,Total,Pendik,Bati,40.87573633,29.23297247
554,1,Akaryakit,12,Petrol Ofisi,Sariyer,Istinye,41.11428516,29.06011309
555,1,Akaryakit,12,Petrol Ofisi,Silivri,Buyuk Kilicli,41.16027818,28.18607082
556,2,Akaryakit Lpg,5,BP,Tuzla,Tepeoren,40.94062621,29.3698815
557,1,Akaryakit,21,Turkuaz,Catalca,Izzettin,41.17215571,28.50272719
558,2,Akaryakit Lpg,10,Opet,Atasehir,Kucukbakkalkoy,40.98244232,29.10612673
559,1,Akaryakit,23,Moil,Bakirkoy,Kartaltepe,40.99101598,28.87090283
560,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Gungoren,Abdurrahman Nafiz Gurman,41.00221707,28.88614594
561,2,Akaryakit Lpg,12,Petrol Ofisi,Kucukcekmece,Cennet,40.98594941,28.78385495
562,1,Akaryakit,5,BP,Silivri,Piri Mehmet Pasa,41.07694152,28.24642011
563,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Tuzla,Fatih,40.92611498,29.35090343
564,2,Akaryakit Lpg,5,BP,Eyupsultan,Karadolap,41.0794845,28.93045376
565,1,Akaryakit,5,BP,Avcilar,Cihangir,40.99540152,28.7046477
566,1,Akaryakit,15,Total,Esenyurt,Akcaburgaz,41.05981154,28.62519605
567,1,Akaryakit,12,Petrol Ofisi,Silivri,Semizkumlar,41.07560122,28.14473253
568,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Kartal,Cevizli,40.91616064,29.16989523
569,2,Akaryakit Lpg,10,Opet,Bagcilar,Mahmutbey,41.05015537,28.81207503
570,2,Akaryakit Lpg,10,Opet,Kagithane,Hamidiye,41.10135832,28.97994625
571,1,Akaryakit,5,BP,Maltepe,Cevizli,40.91196731,29.15455947
572,1,Akaryakit,10,Opet,Bakirkoy,Atakoy 1. Kisim,40.97402414,28.87318947
573,2,Akaryakit Lpg,5,BP,Silivri,Selimpasa,41.06432041,28.32077228
574,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Esenyurt,Baglarcesme,41.03196841,28.67431515
575,2,Akaryakit Lpg,10,Opet,Maltepe,Girne,40.93778536,29.13796998
576,2,Akaryakit Lpg,12,Petrol Ofisi,Buyukcekmece,Cumhuriyet,41.01952776,28.62933529
577,2,Akaryakit Lpg,12,Petrol Ofisi,Silivri,Cumhuriyet,41.07092768,28.27675878
578,2,Akaryakit Lpg,12,Petrol Ofisi,Catalca,Kaleici,41.150833,28.45281339
579,2,Akaryakit Lpg,5,BP,Pendik,Kaynarca,40.86453919,29.27137385
580,1,Akaryakit,13,Shell-Turcas Petrol,Bakirkoy,Atakoy 7-8-9-10. Kisim,40.99209548,28.83306635
581,1,Akaryakit,12,Petrol Ofisi,Tuzla,Evliya Celebi,40.84673672,29.29609942
582,1,Akaryakit,10,Opet,Beyoglu,Istiklal,41.04123713,28.96729852
583,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Eyupsultan,Gokturk Merkez,41.17663651,28.89025116
584,2,Akaryakit Lpg,15,Total,Beyoglu,Bostan,41.03986787,28.97751708
585,1,Akaryakit,2,Alpet,Buyukcekmece,Karaagac,41.10824568,28.59256998
586,1,Akaryakit,15,Total,Arnavutkoy,Hadimkoy,41.15609625,28.63552097
587,1,Akaryakit,14,Termopet Akaryakit,Gaziosmanpasa,Fevzi Cakmak,41.06964438,28.90311374
588,1,Akaryakit,9,LukOil,Silivri,Kavakli,41.0910949,28.3281697
589,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Cekmekoy,Tasdelen,41.03084799,29.23101092
590,2,Akaryakit Lpg,12,Petrol Ofisi,Basaksehir,Sahintepe,41.06378245,28.74609478
591,2,Akaryakit Lpg,12,Petrol Ofisi,Pendik,Esenyali,40.85610836,29.2912771
592,2,Akaryakit Lpg,15,Total,Buyukcekmece,Guzelce,41.00956266,28.52334775
593,1,Akaryakit,13,Shell-Turcas Petrol,Arnavutkoy,Bogazkoy Istiklal,41.13664862,28.811227
594,1,Akaryakit,20,Full,Sancaktepe,Buyukbakkalkoy,40.98163881,29.22145731
595,1,Akaryakit,12,Petrol Ofisi,Tuzla,Orhanli,40.8939344,29.35516815
596,2,Akaryakit Lpg,12,Petrol Ofisi,Silivri,Sancaktepe,41.07112997,28.11282106
597,1,Akaryakit,12,Petrol Ofisi,Silivri,Mimar Sinan,41.07994225,28.20693349
598,1,Akaryakit,13,Shell-Turcas Petrol,Esenyurt,Sultaniye,41.03210179,28.68206942
599,1,Akaryakit,13,Shell-Turcas Petrol,Kucukcekmece,Atakent,41.04444737,28.78202783
600,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Esenler,Tuna,41.05223539,28.85814548
601,2,Akaryakit Lpg,24,Bpet,Pendik,Fevzi Cakmak,40.880055,29.25938796
602,2,Akaryakit Lpg,10,Opet,Tuzla,Orhanli,40.9077861,29.34327854
603,2,Akaryakit Lpg,15,Total,Sultanbeyli,Abdurrahmangazi,40.96939307,29.25715278
604,2,Akaryakit Lpg,5,BP,Pendik,Yesilbaglar,40.89684752,29.22487999
605,1,Akaryakit,12,Petrol Ofisi,Catalca,Ovayenice,41.10456986,28.42483278
606,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Arnavutkoy,Omerli,41.11736787,28.62845275
607,2,Akaryakit Lpg,5,BP,Catalca,Ferhatpasa,41.13514557,28.4656453
608,1,Akaryakit,5,BP,Kagithane,Caglayan,41.07165321,28.97989356
609,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Pendik,Yenisehir,40.93937772,29.31722879
610,1,Akaryakit,13,Shell-Turcas Petrol,Tuzla,Aydinli,40.87124126,29.33149329
611,2,Akaryakit Lpg,5,BP,Esenyurt,Yesilkent,41.03065998,28.66262247
612,2,Akaryakit Lpg,23,Moil,Tuzla,Tepeoren,40.90348792,29.3945814
613,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Sancaktepe,Emek,41.00713878,29.19026753
614,2,Akaryakit Lpg,3,Aytemiz,Arnavutkoy,Arnavutkoy Merkez,41.18141575,28.74475651
615,2,Akaryakit Lpg,12,Petrol Ofisi,Umraniye,Atakent,41.0132846,29.1071528
616,2,Akaryakit Lpg,12,Petrol Ofisi,Sile,Agva Merkez,41.12918897,29.85330148
617,1,Akaryakit,5,BP,Zeytinburnu,Kazlicesme,40.99128692,28.91961874
618,1,Akaryakit,5,BP,Umraniye,Necip Fazil,41.01818585,29.17163602
619,2,Akaryakit Lpg,12,Petrol Ofisi,Silivri,Ortakoy,41.08346835,28.36836091
620,1,Akaryakit,7,Enerji Petrol,Catalca,Canakca,41.25125326,28.4923899
621,2,Akaryakit Lpg,15,Total,Zeytinburnu,Seyitnizam,41.00979678,28.907605
622,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Pendik,Yeni,40.88107458,29.232362
623,2,Akaryakit Lpg,12,Petrol Ofisi,Uskudar,Barbaros,41.00695521,29.02525145
624,2,Akaryakit Lpg,10,Opet,Pendik,Orta,40.88658933,29.24185877
625,2,Akaryakit Lpg,12,Petrol Ofisi,Gaziosmanpasa,Yildiztabya,41.06579205,28.93356718
626,1,Akaryakit,19,Sunpet,Sile,Degirmencayiri,40.98275215,29.66576089
627,1,Akaryakit,12,Petrol Ofisi,Arnavutkoy,Tayakadin,41.26494688,28.68640353
628,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Sisli,Tesvikiye,41.05601313,28.99761204
629,2,Akaryakit Lpg,15,Total,Bagcilar,Demirkapi,41.04689728,28.83445194
630,1,Akaryakit,12,Petrol Ofisi,Sisli,Fulya,41.06122011,29.00124934
631,1,Akaryakit,12,Petrol Ofisi,Uskudar,Bulgurlu,41.0185385,29.08457534
632,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Sariyer,Sariyer Merkez,41.17320357,29.05401308
633,1,Akaryakit,10,Opet,Sancaktepe,Fatih,40.95684723,29.21389622
634,1,Akaryakit,12,Petrol Ofisi,Buyukcekmece,Mimar Sinan,41.02027443,28.55935159
635,2,Akaryakit Lpg,20,Full,Pendik,Yenisehir,40.92653517,29.31562524
636,1,Akaryakit,10,Opet,Uskudar,Cengelkoy,41.04893433,29.05456576
637,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Bayrampasa,Terazidere,41.02805148,28.89936721
638,2,Akaryakit Lpg,10,Opet,Arnavutkoy,Yassioren,41.18348043,28.59808428
639,1,Akaryakit,15,Total,Kadikoy,Sahrayicedit,40.98346922,29.09190576
640,2,Akaryakit Lpg,12,Petrol Ofisi,Zeytinburnu,Tozkoparan,41.02846585,28.91659513
641,2,Akaryakit Lpg,3,Aytemiz,Kadikoy,Acibadem,41.00477289,29.035356
642,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Tuzla,Sifa,40.82407346,29.35201815
643,1,Akaryakit,19,Sunpet,Silivri,Seymen,41.15407884,28.16835354
644,2,Akaryakit Lpg,12,Petrol Ofisi,Atasehir,Kayisdagi,40.98849474,29.14550502
645,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Bagcilar,Kazim Karabekir,41.02869735,28.84646128
646,2,Akaryakit Lpg,5,BP,Gaziosmanpasa,Yeni Mahalle,41.07809364,28.89904062
647,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Tuzla,Evliya Celebi,40.83917265,29.2954312
648,2,Akaryakit Lpg,5,BP,Esenler,Havaalani,41.05624872,28.87563167
649,2,Akaryakit Lpg,12,Petrol Ofisi,Bagcilar,Merkez,41.02749641,28.85739339
650,1,Akaryakit,3,Aytemiz,Cekmekoy,Camlik,41.01450336,29.19039046
651,1,Akaryakit,5,BP,Gungoren,Mehmet Nesih Ozmen,41.00799973,28.8817147
652,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Kucukcekmece,Inonu,41.02458108,28.80633273
653,2,Akaryakit Lpg,12,Petrol Ofisi,Uskudar,Cumhuriyet,41.01139309,29.07532564
654,1,Akaryakit,7,Enerji Petrol,Silivri,Ortakoy,41.09601621,28.37413552
655,2,Akaryakit Lpg,15,Total,Basaksehir,Bahcesehir 1. Kisim,41.0598117,28.69920805
656,2,Akaryakit Lpg,10,Opet,Arnavutkoy,Bogazkoy Istiklal,41.15123592,28.78779368
657,1,Akaryakit,12,Petrol Ofisi,Buyukcekmece,Kumburgaz,41.02773619,28.46297747
658,2,Akaryakit Lpg,32,cekoil,Cekmekoy,Nisantepe,41.04312366,29.27602181
659,1,Akaryakit,12,Petrol Ofisi,Eyupsultan,Defterdar,41.03746456,28.92574623
660,2,Akaryakit Lpg,10,Opet,Kartal,Orta,40.91055037,29.21150787
661,2,Akaryakit Lpg,12,Petrol Ofisi,Bagcilar,Mahmutbey,41.05882767,28.83104024
662,2,Akaryakit Lpg,3,Aytemiz,Sariyer,Poligon,41.11233072,29.04087981
663,2,Akaryakit Lpg,3,Aytemiz,Sisli,Halil Rifat Pasa,41.05850689,28.9656509
664,2,Akaryakit Lpg,3,Aytemiz,Esenyurt,Sultaniye,41.02169457,28.68757661
665,2,Akaryakit Lpg,5,BP,Atasehir,Kayisdagi,40.97938354,29.12716424
666,1,Akaryakit,10,Opet,Silivri,Selimpasa,41.06387731,28.32291996
667,1,Akaryakit,13,Shell-Turcas Petrol,Fatih,Zeyrek,41.01670771,28.95509422
668,2,Akaryakit Lpg,10,Opet,Cekmekoy,Sirapinar,41.10996478,29.3107026
669,2,Akaryakit Lpg,12,Petrol Ofisi,Esenyurt,Zafer,41.01160712,28.67935911
670,1,Akaryakit,12,Petrol Ofisi,Sariyer,Maslak,41.1157716,29.02328368
671,2,Akaryakit Lpg,22,KadOil,Buyukcekmece,Cumhuriyet,41.02319873,28.6186876
672,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Kucukcekmece,Fatih,40.98684199,28.76996141
673,1,Akaryakit,7,Enerji Petrol,Sultanbeyli,Turgut Reis,40.96441708,29.28132338
674,2,Akaryakit Lpg,10,Opet,Sisli,Bozkurt,41.04841645,28.98502515
675,2,Akaryakit Lpg,12,Petrol Ofisi,Sancaktepe,Veysel Karani,40.9749286,29.24066147
676,2,Akaryakit Lpg,5,BP,Bakirkoy,Kartaltepe,40.98784904,28.88374387
677,1,Akaryakit,12,Petrol Ofisi,Tuzla,Orta,40.89881483,29.36930541
678,2,Akaryakit Lpg,13,Shell-Turcas Petrol,Maltepe,Girne,40.93891894,29.13621962
679,1,Akaryakit,12,Petrol Ofisi,Silivri,Fevzipasa,41.09495896,27.99693737
680,2,Akaryakit Lpg,15,Total,Arnavutkoy,Omerli,41.11753578,28.6294065
681,2,Akaryakit Lpg,12,Petrol Ofisi,Esenler,Orucreis,41.07131312,28.86789576
